;VPNID;X.x;Sco1R_Nb_mots;Sco1R_titre;Sco1R_Signature;Sco1R_GP;Sco1R_Fid;Sco1R_unitThem;Sco1R_unitThemNbre;Sco1R_Destinataire;Sco1R_AncrTemp_Echelle;Sco1R_AncrTemp_occurences;Sco1R_ProgrChrono_Occ;Sco1R_ProgrChrono;Sco1R_AncrSpat;Sco1R_RéfSpat;Sco1R_Textual;Sco1R_Coh_verb;Sco1R_Description;Sco1R_Ponct;Sco1R_Maj;Sco1R_Synt;Sco1R_Genre;Sco1R_Nombre;Sco1R_Cas;Sco1R_Verbal;Sco1R_Dialekt;Sco1R_remarques;P1R_Nb_mots;P1R_titre;P1R_Signature;P1R_GP;P1R_Fid;P1R_unitThem;P1R_unitThemNbre;P1R_Destinataire;P1R_AncrTemp_Echelle;P1R_AncrTemp_occurences;P1R_ProgrChrono_Occ;P1R_ProgrChrono;P1R_AncrSpat;P1R_RéfSpat;P1R_Textual;P1R_Coh_verb;P1R_Description;P1R_Ponct;P1R_Maj;P1R_Synt;P1R_Genre;P1R_Nombre;P1R_Verbal;P1R_remarques;Sco2R_Nb_mots;Sco2R_titre;Sco2R_Signature;Sco2R_GP;Sco2R_Fid;Sco2R_unitThem;Sco2R_unitThemNbre;Sco2R_Destinataire;Sco2R_AncrTemp_Echelle;Sco2R_AncrTemp_occurences;Sco2R_ProgrChrono_Occ;Sco2R_ProgrChrono;Sco2R_AncrSpat;Sco2R_RéfSpat;Sco2R_Textual;Sco2R_Coh_verb;Sco2R_Description;Sco2R_Ponct;Sco2R_Maj;Sco2R_Synt;Sco2R_Genre;Sco2R_Nombre;Sco2R_Cas;Sco2R_Verbal;Sco2R_Dialekt;Sco2R_remarques;P2R_Nb_mots;P2R_titre;P2R_Signature;P2R_GP;P2R_Fid;P2R_unitThem;P2R_unitThemNbre;P2R_Destinataire;P2R_AncrTemp_Echelle;P2R_AncrTemp_occurences;P2R_ProgrChrono_Occ;P2R_ProgrChrono;P2R_AncrSpat;P2R_RéfSpat;P2R_Textual;P2R_Coh_verb;P2R_Description;P2R_Ponct;P2R_Maj;P2R_Synt;P2R_Genre;P2R_Nombre;P2R_Verbal;P2R_remarques;Sco3R_Nb_mots;Sco3R_titre;Sco3R_Signature;Sco3R_GP;Sco3R_Fid;Sco3R_unitThem;Sco3R_unitThemNbre;Sco3R_Destinataire;Sco3R_AncrTemp_Echelle;Sco3R_AncrTemp_occurences;Sco3R_ProgrChrono_Occ;Sco3R_ProgrChrono;Sco3R_AncrSpat;Sco3R_RéfSpat;Sco3R_Textual;Sco3R_Coh_verb;Sco3R_Description;Sco3R_Ponct;Sco3R_Maj;Sco3R_Synt;Sco3R_Genre;Sco3R_Nombre;Sco3R_Cas;Sco3R_Verbal;Sco3R_Dialekt;Sco3R_remarques;P3R_Nb_mots;P3R_titre;P3R_Signature;P3R_GP;P3R_Fid;P3R_unitThem;P3R_unitThemNbre;P3R_Destinataire;P3R_AncrTemp_Echelle;P3R_AncrTemp_occurences;P3R_ProgrChrono_Occ;P3R_ProgrChrono;P3R_AncrSpat;P3R_RéfSpat;P3R_Textual;P3R_Coh_verb;P3R_Description;P3R_Ponct;P3R_Maj;P3R_Synt;P3R_Genre;P3R_Nombre;P3R_Verbal;P3R_remarques;hkngroup;Schulsprache;zweiSprachig;Group;PartDef;X.y;Sco1A_Nb_mots;Sco1A_Lieu;Sco1A_Date;Sco1A_Appel;Sco1A_Salutation;Sco1A_Signature;Sco1A_GP;Sco1A_Objet;Sco1A_Raisons;Sco1A_TC;Sco1A_Articulation;Sco1A_Destinataire;Sco1A_Organisateurs;Sco1A_Coh_verb;Sco1A_Ponct;Sco1A_Maj;Sco1A_Synt;Sco1A_Genre;Sco1A_Nombre;Sco1A_Cas;Sco1A_Verbal;Sco1A_Dialekt;P1A_Nb_mots;P1A_Lieu;P1A_Date;P1A_Appel;P1A_salutation;P1A_Signature;P1A_GP;P1A_Objet;P1A_Raisons;P1A_TC;P1A_Articulation;P1A_Destinataire;P1A_Organisateurs;P1A_Coh_verb;P1A_Ponct;P1A_Maj;P1A_Synt;P1A_Genre;P1A_Nombre;P1A_Cas;P1A_Verbal;Sco2A_Nb_mots;Sco2A_Lieu;Sco2A_Date;Sco2A_Appel;Sco2A_Salutation;Sco2A_Signature;Sco2A_GP;Sco2A_Objet;Sco2A_Raisons;Sco2A_TC;Sco2A_Articulation;Sco2A_Destinataire;Sco2A_Organisateurs;Sco2A_Coh_verb;Sco2A_Ponct;Sco2A_Maj;Sco2A_Synt;Sco2A_Genre;Sco2A_Nombre;Sco2A_Cas;Sco2A_Verbal;Sco2A_Dialekt;P2A_Nb_mots;P2A_Lieu;P2A_Date;P2A_Appel;P2A_Psalutation;P2A_Signature;P2A_GP;P2A_Objet;P2A_Raisons;P2A_TC;P2A_Articulation;P2A_Destinataire;P2A_Organisateurs;P2A_Coh_verb;P2A_Ponct;P2A_Maj;P2A_Synt;P2A_Genre;P2A_Nombre;P2A_Cas;P2A_Verbal;Sco3A_Nb_mots;Sco3A_Lieu;Sco3A_Date;Sco3A_Appel;Sco3A_Salutation;Sco3A_Signature;Sco3A_GP;Sco3A_Objet;Sco3A_Raisons;Sco3A_TC;Sco3A_Articulation;Sco3A_Destinataire;Sco3A_Organisateurs;Sco3A_Coh_verb;Sco3A_Ponct;Sco3A_Maj;Sco3A_Synt;Sco3A_Genre;Sco3A_Nombre;Sco3A_Cas;Sco3A_Verbal;Sco3A_Dialekt;P3A_Nb_mots;P3A_Lieu;P3A_Date;P3A_Appel;P3A_salutation;P3A_Signature;P3A_GP;P3A_Objet;P3A_Raisons;P3A_TC;P3A_Articulation;P3A_Destinataire;P3A_Organisateurs;P3A_Coh_verb;P3A_Ponct;P3A_Maj;P3A_Synt;P3A_Genre;P3A_Nombre;P3A_Cas;P3A_Verbal
463;Y_PNF_6;514;49;0;0;0;1;Parents, x, animaux, s'amuser, manèges, barbe à papa, piscines, planche;8;0;0;NA;NA;0;1;0;1;1;2;0;0;2;1;1;NA;6;NA;NA;43;0;0;0;1;Portugal, X, cão, amiga, brigar, comer, dormir;7;0;1;NA;e depois;1;1;0;2;1;2;0;0;2;0;0;4;NA;64;0;0;0;1;Papillorama, train, marcher, maîtresse, animaux, jouer, tunnel, rentrer;8;0;0;NA;puis (2), et;2;1;0;1;3;2;0;2;2;0;2;NA;4;;NA;22;0;0;0;1;"férias, europaparc, x, ""maneges"", Hotel";5;0;0;NA;0;0;1;0;1;3;2;0;0;2;0;0;3;NA;84;0;0;0;1;date, forêt, cabane, jouer, manger, tirs, bruit, plage, coucher du soleil, dormir;10;0;1;le 13 mai;1 jour et une nuit, pendant des heures, à 10h, et après, à 22h, à 23h;6;1;0;2;2;2;0;2;2;0;2;NA;3;;NA;35;0;0;0;1;dia, escola, viver, pré-historia, dormir, indianos, faca, ervas, fogo, floresta, chover;11;0;0;NA;0;0;1;0;1;3;3;0;0;2;0;0;4;NA;PNF;f;1;f1;1;509;24;0;0;0;0;0;0;1;3;4;1;0;1;1;1;0;3;0;2;NA;3;NA;16;0;0;0;0;0;0;1;2;3;0;0;0;1;0;0;1;0;0;NA;3;26;0;0;0;0;0;0;1;3;4;0;0;2;1;0;2;2;0;0;NA;0;NA;20;0;0;0;0;0;0;1;2;3;0;0;1;1;0;2;2;0;2;NA;2;53;0;0;0;0;0;0;1;3;4;0;0;2;1;0;0;2;1;0;NA;2;NA;30;0;0;0;0;0;0;1;3;4;0;0;0;1;0;0;1;0;0;NA;0
464;Y_PNF_7;515;32;0;0;0;1;Lecteurs, course d'école, Romont, cabane de la micologie, vâches, s'amuser;6;1;1;Ma dernière course d'école;NA;0;1;0;2;1;2;2;1;1;0;1;NA;1;NA;NA;24;0;0;0;1;frança, dia de férias, piscina, compras, restaurante;5;1;0;o meu ultimo dia de ferias;e depois;1;1;0;1;1;2;1;1;3;0;0;3;NA;33;0;0;0;1;cabane de la micologie, jouer, parler, pique-niquer;4;0;0;NA;NA;0;1;0;1;3;3;1;1;3;1;0;NA;3;;NA;32;0;0;0;1;cabo-verde, calor, dias, praia, primas, familia;6;0;0;NA;0;0;1;2;3;3;2;0;1;2;0;0;0;NA;40;0;0;0;1;zoo, poissons, reptiles, autres, refaire;5;0;0;NA;le matin, l'après-midi;2;1;0;1;3;3;2;1;3;0;1;NA;0;;NA;37;0;0;0;1;zoologico, repteis, peixes, pinguins, comer, ver, leões, tigres, lobos, fixe, outra vez;12;0;0;NA;no inicio, ao meio dia, e depois;3;1;0;1;3;3;0;1;2;0;0;1;NA;PNF;f;1;f1;1;510;46;0;0;1;0;0;1;1;3;4;3;1;3;3;0;2;2;0;0;NA;2;NA;47;0;0;1;0;0;1;1;3;4;2;1;3;3;2;2;4;0;0;NA;2;22;0;0;0;0;0;0;1;3;4;1;0;1;3;1;2;3;0;0;NA;0;NA;27;0;0;0;0;0;0;1;3;4;1;1;2;1;2;2;4;0;0;NA;0;39;0;0;1;0;0;1;1;3;4;2;1;2;1;0;0;2;0;0;NA;0;NA;24;0;0;1;0;0;1;1;3;4;2;1;2;1;2;2;3;0;0;NA;0
465;Y_PNF_8;516;50;1;1;2;1;Course d'école, chocolat Cailler, film, goûter, jouer, rentrer;6;0;0;NA;et (3);1;1;0;1;1;2;0;1;2;0;0;NA;6;NA;NA;12;0;0;0;1;Hotel, pai, mãe, piscina;4;0;0;NA;0;0;1;0;1;1;2;0;0;1;0;0;1;NA;43;0;0;0;1;chocolatier, chocolat, jouer, forêt, rentrer, manger, télé, dormir, journée;9;0;0;NA;et (3);1;1;0;1;1;2;0;2;2;0;1;NA;10;;NA;41;1;0;1;1;mar, pai, mãe, irma, praia, nadar, x, y, casa, hotel, televisão, dormir;12;0;0;NA;0;0;1;0;1;1;2;0;0;2;0;0;6;NA;105;1;0;1;1;histoire, chocolaterie, classe, partir, en car, entrer, regarder, go^ter, midi, promenade, ruisseau, le car, partir, rentrer;14;1;0;NA;et (2), apres, de 3h (durée);3;1;0;1;3;2;1;2;1;2;3;NA;8;;NA;40;0;0;0;1;mar, porto, cidade, gelado, fiche, mar, peixe, campo de jales, avó;9;0;0;NA;depois, e depois;2;1;0;1;3;2;0;2;2;0;0;7;NA;PNF;f;1;f1;1;87;49;0;0;0;0;0;0;1;3;4;1;1;2;1;1;2;2;0;1;NA;7;NA;10;0;0;0;0;0;0;1;2;3;0;0;1;1;1;1;1;0;0;NA;2;18;0;0;0;0;0;0;1;3;4;1;0;2;1;1;2;3;0;0;NA;1;NA;15;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;2;NA;0;NA;NA;38;0;0;0;0;0;0;1;3;4;0;0;1;1;0;2;2;1;0;NA;3;NA;25;0;0;0;0;0;0;1;3;4;0;0;1;1;0;1;2;0;0;NA;2
466;Y_PNF_9;517;52;0;0;0;1;Marcher, déguster des plats, répondre à des questions, marcher, Gérine, se laver les pieds, école, rentrer, ;8;0;0;NA;jusqu'à 14h59, et;2;1;0;1;1;2;0;2;2;1;3;NA;12;NA;NA;23;0;0;0;NA;ferias, amigas, jogar, carro, pai;5;0;NA;NA;0;0;0;0;NA;1;1;0;0;2;0;3;0;voir s'il n'aurait pas l'influence de l'espagnol;58;0;0;0;1;école, maîtresse, course d'école, en car, Alice au Pays des merveilles, glace, bâteau, zoo, école;9;0;0;NA;et (2), ensuite;2;1;0;1;3;2;0;2;2;0;1;NA;8;;NA;49;0;0;0;1;dia, pai, paris, itália, nice, familia, restaurante, milano, mar, nice, mamae;11;0;0;NA;0;0;1;0;1;0;1;0;1;2;0;0;6;difficile a comprendre;80;0;1;1;1;salutation, autoprésentation, lundi, Berne, dormir, jouer, bricoler, piscine, manège, barbe-à-papa, jeux du manège, marcher, jouer, danser, rentrer;15;1;0;NA;le matin, à midi, le soir, puis, et enfin;5;1;0;1;3;2;1;2;4;0;5;NA;1;;NA;12;0;0;0;1;classe, carnaval, rio, brasil;4;0;0;NA;0;0;1;0;1;1;2;1;1;2;0;0;1;NA;PNF;f;1;f1;1;88;45;0;0;1;1;0;2;1;3;4;2;1;1;3;0;2;3;0;0;NA;5;NA;6;0;0;1;0;0;1;1;0;1;0;1;0;1;1;2;1;0;0;NA;1;69;0;0;1;1;1;3;1;3;4;3;1;3;3;0;2;2;2;0;NA;9;NA;26;0;0;0;1;1;2;1;1;2;1;1;1;1;1;2;1;0;2;NA;4;60;0;0;0;1;1;2;1;3;4;3;1;2;2;1;1;4;1;0;NA;3;NA;12;0;0;0;0;0;0;1;1;2;0;0;0;1;0;0;1;0;0;NA;3
467;Z_PLF_2;519;34;0;0;0;1;X, jeu, arbre, champions;4;0;0;NA;et (2);1;1;0;1;1;3;0;0;2;2;2;NA;2;NA;NA;70;0;0;0;1;piscina, crianças, escorregas, bebés, irmã, bolas, piscina;7;0;0;NA;0;0;1;0;1;3;2;0;0;2;0;0;2;NA;40;0;0;0;1;Toboganinge, toboggans, cerf, botoilles, se coucher;5;0;0;NA;et après;1;1;0;1;3;2;0;0;2;1;2;NA;3;;NA;49;0;0;0;1;manhã, vestir-se, pequeno almoço, primos, gritar, procissão, x, irmão, vestir-se;9;0;0;NA;e depois (2), depois;2;1;0;1;3;2;0;1;2;0;0;6;NA;69;0;0;0;1;debut de l'annee, rieviere, pêcher, poissons, oiseaux, canard, cane, bottes, tomber, poisson rouge, nid de crevettes, partir;12;0;1;au début de l'année;et, apres, avant de;3;1;0;2;3;2;0;1;2;3;5;NA;7;;NA;38;0;0;0;1;natal, Portugal, ano, prima, jogar, prendas, dansar, tio, deveres;9;0;1;este natal;0;0;1;2;4;3;2;1;0;4;0;0;2;NA;PLF;f;1;f1;1;89;33;0;0;0;0;0;0;1;2;3;0;0;0;3;2;0;3;0;0;NA;3;NA;27;0;0;0;0;0;0;1;3;4;1;0;1;1;1;0;2;0;0;0;2;34;0;0;1;0;0;1;1;3;4;1;NA;1;3;0;1;3;1;0;NA;5;NA;27;0;0;1;0;1;2;1;2;3;0;0;2;1;1;1;2;0;0;NA;2;38;0;0;1;0;0;1;1;3;4;2;1;2;1;1;2;4;0;2;NA;4;NA;29;0;0;1;0;0;1;1;3;4;1;0;1;1;1;1;2;0;0;NA;2
468;Z_PLF_3;520;19;0;0;0;1;pistolet à eau, parc, des attractions;3;0;0;NA;NA;0;1;0;1;1;3;2;0;1;0;0;NA;1;NA;NA;18;0;0;0;1;moto, acidentes, prima;3;0;0;NA;0;0;0;0;0;1;1;0;1;1;0;0;0;NA;9;0;0;0;1;tour de la ville;1;0;0;NA;NA;0;1;0;1;1;1;1;0;1;0;0;NA;0;;NA;5;0;0;0;1;praia, verão;2;0;0;NA;0;0;1;0;1;1;1;1;0;1;0;0;0;NA;42;0;0;0;1;en ville, ateliers, jeux, manger, spectacles, maison;6;0;0;NA;après (2), et apres;2;1;0;1;1;2;0;0;2;0;1;NA;1;;NA;32;0;0;0;1;férias, de natal, ano novo, restaurante, bestial, danças, amora, sorte;7;0;0;NA;e no fim;1;1;0;1;1;3;2;2;3;0;0;0;NA;PLF;f;1;f1;1;90;23;0;0;0;0;0;0;1;3;4;1;0;1;1;2;2;3;0;0;NA;3;NA;19;0;0;0;0;0;0;1;3;4;0;0;1;1;2;0;3;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27;0;0;0;0;0;0;1;3;4;1;0;1;1;0;0;1;0;0;NA;1;30;0;0;0;0;0;0;1;3;4;1;0;1;1;1;0;4;0;0;NA;2;NA;27;0;0;0;0;0;0;1;3;4;1;0;2;1;1;2;1;0;0;NA;3
469;Z_PLF_4;521;13;0;0;0;1;montagne, magasin, deux francs les jouets;3;0;0;NA;NA;0;1;0;1;1;1;1;0;1;0;0;NA;2;NA;NA;6;0;0;0;1;paris;1;0;0;NA;0;0;1;0;1;1;1;0;0;1;0;0;1;NA;4;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;1;NA;0;0;1;0;0;NA;0;;"""Je ne me rapelle plus.""";9;0;0;0;1;praia, jogos, dormir, água;4;0;0;NA;0;0;1;0;1;1;2;0;2;2;0;0;2;NA;39;0;0;0;1;l'an dernier, europa parc, glisser, l'eau, tobogan, s'amuser;6;0;1;l'an dernier; ;0;1;0;2;2;3;2;2;3;1;0;NA;4;;NA;27;0;0;0;1;dia, paris, fantastico, torre eiffel, andares, piscina, compras, casa, padrinho;9;0;0;NA;0;0;1;0;1;3;3;0;2;3;0;0;0;NA;PLF;f;1;f1;1;91;17;0;0;0;0;0;0;1;3;4;0;0;1;1;1;0;3;0;0;NA;2;NA;15;0;0;0;0;0;0;1;3;4;1;0;1;1;2;2;3;0;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;0;0;0;0;0;0;1;3;4;1;0;1;1;1;0;3;0;0;NA;2;32;0;0;1;0;0;1;1;3;4;3;1;1;2;2;2;4;0;1;NA;3;NA;31;0;0;0;1;0;1;1;3;4;3;1;1;1;2;2;1;0;0;NA;2
470;Z_PLF_5;522;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;0;0;0;1;cinéma;1;0;0;NA;NA;0;1;0;1;1;3;0;0;1;1;0;NA;0;;NA;3;0;0;0;1;footebol;1;0;0;NA;0;0;0;0;0;1;1;1;2;1;0;0;1;NA;23;0;0;0;1;accro-branche, journee, altitude;3;0;0;NA;toute la journee;1;0;0;0;3;1;1;1;2;0;1;NA;3;;NA;24;0;0;0;1;piscina, primos, mãe, bola, escorrega;5;0;0;NA;todo dia;1;1;0;1;1;2;0;0;2;0;0;0;NA;PLF;f;1;f1;1;517;5;0;0;0;0;0;0;1;0;1;0;0;0;1;1;2;1;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;NA;NA;24;0;0;0;0;0;0;1;3;4;0;0;1;1;0;2;2;0;0;NA;3;NA;13;0;0;0;0;0;0;1;3;4;1;0;2;1;0;1;3;0;0;NA;0;71;0;0;0;0;1;1;1;3;4;2;0;3;2;1;2;4;0;0;NA;3;NA;38;0;0;0;0;0;0;1;3;4;1;0;3;1;1;2;4;0;0;NA;1
471;Z_PLF_6;523;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44;0;0;0;1;bout du monde, des exercises, manger;3;0;0;NA;NA;0;1;0;1;3;3;1;1;3;0;2;NA;4;;NA;33;0;0;0;NA;férias, Portugal, praia, avós, bicicleta, pai, mãe;7;0;0;NA;0;0;1;0;1;3;2;1;2;3;0;0;0;Au présent;36;0;0;0;1;l'accro-branche, passages, journee, s'amuser, groupes;5;0;0;NA;pendan toute la journee;1;0;0;0;2;2;1;2;1;2;0;NA;1;;NA;32;0;0;0;1;ferias, Portugal, pessoas, escola, casa, amiga, jogar, fiche;8;0;0;NA;0;0;1;0;1;3;3;1;2;1;0;0;1;NA;PLF;f;1;f1;1;518;13;0;0;0;0;0;0;1;1;2;0;0;1;1;1;0;3;0;0;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;NA;NA;50;0;0;0;1;1;2;1;3;4;0;0;1;1;1;1;2;0;0;NA;3;NA;28;0;0;0;0;0;0;1;3;4;1;0;2;1;1;2;3;0;0;NA;1;57;0;0;0;0;1;1;1;3;4;2;0;3;1;1;2;4;0;0;NA;2;NA;96;0;0;0;0;0;0;1;3;4;1;0;1;3;2;2;4;1;0;NA;6
472;Z_PLF_7;524;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;0;0;0;1;promenade, bateau, chalet, dormir;4;0;0;NA;NA;0;1;2;3;1;3;0;2;3;0;1;NA;4;;NA;27;0;0;0;1;mar, cão, primo, Portugal, água, gelados, dia,esquecer-se;8;0;0;NA;0;0;1;0;1;3;3;0;1;2;0;0;3;NA;30;0;0;0;1;course d'ecole, accro-branche, jouer, ami, parti, revenir;6;0;1;a la derniere course d'ecole;a la fin;1;1;0;2;1;2;0;2;2;0;0;NA;2;;NA;31;0;0;0;1;férias, Portugal, caminhada, 12 kilometros, páscoa, primos, brincar, familia;8;0;1;as minhas últimas férias;0;0;1;0;2;3;2;1;1;1;0;0;1;NA;PLF;f;1;f1;1;519;21;0;0;0;0;0;0;0;1;1;3;1;0;1;0;1;2;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;NA;NA;27;0;0;0;1;0;1;1;3;4;1;1;2;1;1;1;3;0;1;NA;3;NA;36;0;1;0;0;1;2;3;1;4;1;1;1;1;2;2;3;0;1;NA;2;67;0;0;1;0;0;1;1;3;4;3;1;3;2;1;1;4;0;1;NA;1;NA;43;0;0;1;0;0;1;1;3;4;2;1;3;2;2;2;3;0;0;NA;0
473;Z_PLF_8;525;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;32;0;0;0;1;dia de férias, Portugal, mãe, pai, familia, casa, jogar, rir, prendas;9;0;0;NA;depois;1;1;0;1;3;2;1;2;4;0;0;1;NA;53;0;0;0;1;quelques mois, camp vert, chalet, chambres, sala a manger, salle de jeux, riviere, petit-dejeuner, repas, balade, montagne;11;0;1;Il y a quelques mois;4 heures;1;1;0;2;2;2;0;2;2;0;4;NA;1;;NA;79;0;0;0;1;meses, campo, pais, carro, triste, chegar, hotel, grande, cozinha, salas, quartos, colega, malas, brincar, batata, legumes, carne, brincar, comer, loto, dormir;21;0;1;há alguns meses;quando, depois, a noite, mais uma vez, e (2);5;1;2;4;3;3;0;2;3;0;1;4;NA;PLF;f;1;f1;1;520;30;0;0;0;0;0;0;1;3;4;0;0;1;1;1;2;1;0;2;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;NA;NA;41;0;0;1;0;0;1;1;3;4;3;1;2;3;1;2;4;0;1;NA;3;NA;19;0;0;0;0;0;0;1;3;4;1;1;1;1;1;2;3;0;0;NA;1;97;0;0;1;0;0;1;1;3;4;3;1;3;3;1;2;4;0;3;NA;5;NA;56;0;0;1;0;1;2;1;3;4;3;1;3;3;0;2;4;0;2;NA;2
90;AI_CP_18;97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;47;0;0;0;1;avó, pais, jogar, frutas, praia, ondas, mergulhar, mar, casa;9;0;0;NA;e depois;1;1;0;1;3;2;0;2;2;0;2;NA;1;;NA;47;0;0;0;1;avó, pais, jogar, frutas, praia, ondas, mergulhar, mar, casa;9;0;0;NA;e depois;1;1;0;1;3;2;0;2;2;0;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CP;p;0;p0;1;96;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;NA;0;0;NA;0;0;0;2;0;2;2;0;0;NA;1;NA;NA;0;0;0;0;0;NA;0;0;NA;0;0;0;2;0;2;2;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
91;AI_CP_19;98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63;0;0;0;1;março, familia, serra da estrela, carro, neve, trenó, escorregar, cair, frio, casa, jogar. Cama, piadas, histórias;14;0;1;em março;quando(2), depois;2;1;0;2;1;2;1;2;4;0;0;NA;0;;NA;63;0;0;0;1;março, familia, serra da estrela, carro, neve, trenó, escorregar, cair, frio, casa, jogar. Cama, piadas, histórias;14;0;1;em março;quando(2), depois;2;1;0;2;1;2;1;2;4;0;0;0;NA;87;1;0;1;1;"dia de férias; X; Alentejo; pequeno-almoço; pão com queijo; leite com chocolate; bola; amigo; futebol; almoço; casa; almoçar; passear; jantar; dormir; dia";16;0;0;NA;"depois; até à hora do almoço; durante a tarde; e depois";4;1;0;1;3;3;1;2;4;0;0;NA;0;;NA;87;1;0;1;1;"dia de férias; X; Alentejo; pequeno-almoço; pão com queijo; leite com chocolate; bola; amigo; futebol; almoço; casa; almoçar; passear; jantar; dormir; dia";16;0;0;NA;"depois; até à hora do almoço; durante a tarde; e depois";4;1;0;1;3;3;1;2;4;0;0;0;NA;CP;p;0;p0;1;97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66;1;1;1;1;1;5;1;3;4;3;1;2;3;1;2;4;0;0;NA;0;NA;66;1;1;1;1;1;5;1;3;4;3;1;2;3;1;2;4;0;0;NA;0;72;1;1;1;1;1;5;1;3;4;3;1;2;3;2;2;4;0;0;NA;0;NA;72;1;1;1;1;1;5;1;3;4;3;1;2;3;2;2;4;0;0;NA;0
