Subject	Item	GermanPillai	Duration	Step	LevelEnglish	SelVowel1	ReactionTime
1	pen_pan	0.745753204	short	8	mid	0	2646
1	pen_pan	0.745753204	short	10	mid	0	1422
1	pen_pan	0.745753204	short	2	mid	1	1266
1	pen_pan	0.745753204	short	6	mid	1	1214
1	pen_pan	0.745753204	short	3	mid	1	1689
1	pen_pan	0.745753204	short	7	mid	1	914
1	pen_pan	0.745753204	short	9	mid	1	898
1	pen_pan	0.745753204	short	5	mid	1	2045
1	pen_pan	0.745753204	short	11	mid	0	1131
1	pen_pan	0.745753204	short	4	mid	0	2091
1	pen_pan	0.745753204	short	1	mid	1	1416
1	pen_pan	0.745753204	short	6	mid	1	1909
1	pen_pan	0.745753204	short	5	mid	0	687
1	pen_pan	0.745753204	short	10	mid	0	968
1	pen_pan	0.745753204	short	8	mid	0	1127
1	pen_pan	0.745753204	short	3	mid	0	1307
1	pen_pan	0.745753204	short	2	mid	1	1637
1	pen_pan	0.745753204	short	11	mid	0	2207
1	pen_pan	0.745753204	short	1	mid	1	1295
1	pen_pan	0.745753204	short	7	mid	1	1906
1	pen_pan	0.745753204	short	4	mid	0	1697
1	pen_pan	0.745753204	short	9	mid	0	2048
1	pen_pan	0.745753204	short	5	mid	0	2042
1	pen_pan	0.745753204	short	10	mid	0	1800
1	pen_pan	0.745753204	short	4	mid	0	1605
1	pen_pan	0.745753204	short	9	mid	0	1365
1	pen_pan	0.745753204	short	11	mid	0	1586
1	pen_pan	0.745753204	short	8	mid	0	1077
1	pen_pan	0.745753204	short	1	mid	1	1827
1	pen_pan	0.745753204	short	3	mid	1	1516
1	pen_pan	0.745753204	short	7	mid	1	2903
1	pen_pan	0.745753204	short	6	mid	1	3227
1	pen_pan	0.745753204	short	2	mid	0	1316
1	pedal_paddle	0.745753204	short	2	mid	1	1397
1	pedal_paddle	0.745753204	short	1	mid	1	727
1	pedal_paddle	0.745753204	short	11	mid	1	1189
1	pedal_paddle	0.745753204	short	8	mid	1	885
1	pedal_paddle	0.745753204	short	4	mid	1	840
1	pedal_paddle	0.745753204	short	3	mid	1	2080
1	pedal_paddle	0.745753204	short	10	mid	1	2045
1	pedal_paddle	0.745753204	short	9	mid	1	1295
1	pedal_paddle	0.745753204	short	6	mid	1	823
1	pedal_paddle	0.745753204	short	7	mid	1	1104
1	pedal_paddle	0.745753204	short	5	mid	1	2032
1	pedal_paddle	0.745753204	short	10	mid	1	865
1	pedal_paddle	0.745753204	short	8	mid	1	810
1	pedal_paddle	0.745753204	short	7	mid	1	771
1	pedal_paddle	0.745753204	short	5	mid	1	1100
1	pedal_paddle	0.745753204	short	9	mid	0	3011
1	pedal_paddle	0.745753204	short	3	mid	1	1142
1	pedal_paddle	0.745753204	short	1	mid	1	1039
1	pedal_paddle	0.745753204	short	2	mid	1	1250
1	pedal_paddle	0.745753204	short	6	mid	1	1322
1	pedal_paddle	0.745753204	short	4	mid	1	1026
1	pedal_paddle	0.745753204	short	11	mid	1	1211
1	pedal_paddle	0.745753204	short	1	mid	1	1169
1	pedal_paddle	0.745753204	short	8	mid	1	1069
1	pedal_paddle	0.745753204	short	6	mid	1	947
1	pedal_paddle	0.745753204	short	11	mid	1	820
1	pedal_paddle	0.745753204	short	10	mid	1	1200
1	pedal_paddle	0.745753204	short	3	mid	1	945
1	pedal_paddle	0.745753204	short	7	mid	1	980
1	pedal_paddle	0.745753204	short	2	mid	1	1108
1	pedal_paddle	0.745753204	short	9	mid	1	902
1	pedal_paddle	0.745753204	short	4	mid	1	1479
1	pedal_paddle	0.745753204	short	5	mid	1	978
2	pen_pan	0.698347014	short	7	mid	0	1989
2	pen_pan	0.698347014	short	5	mid	1	2203
2	pen_pan	0.698347014	short	6	mid	0	2127
2	pen_pan	0.698347014	short	4	mid	0	1606
2	pen_pan	0.698347014	short	1	mid	1	775
2	pen_pan	0.698347014	short	9	mid	0	834
2	pen_pan	0.698347014	short	11	mid	0	822
2	pen_pan	0.698347014	short	3	mid	1	608
2	pen_pan	0.698347014	short	2	mid	1	953
2	pen_pan	0.698347014	short	10	mid	0	644
2	pen_pan	0.698347014	short	8	mid	0	1038
2	pen_pan	0.698347014	short	10	mid	0	838
2	pen_pan	0.698347014	short	4	mid	1	1677
2	pen_pan	0.698347014	short	3	mid	1	826
2	pen_pan	0.698347014	short	11	mid	0	788
2	pen_pan	0.698347014	short	9	mid	0	1038
2	pen_pan	0.698347014	short	2	mid	1	756
2	pen_pan	0.698347014	short	5	mid	1	829
2	pen_pan	0.698347014	short	8	mid	0	787
2	pen_pan	0.698347014	short	1	mid	1	850
2	pen_pan	0.698347014	short	6	mid	1	605
2	pen_pan	0.698347014	short	7	mid	0	629
2	pen_pan	0.698347014	short	3	mid	1	744
2	pen_pan	0.698347014	short	8	mid	1	768
2	pen_pan	0.698347014	short	7	mid	1	3349
2	pen_pan	0.698347014	short	10	mid	0	977
2	pen_pan	0.698347014	short	9	mid	0	665
2	pen_pan	0.698347014	short	2	mid	1	627
2	pen_pan	0.698347014	short	5	mid	1	880
2	pen_pan	0.698347014	short	6	mid	1	526
2	pen_pan	0.698347014	short	11	mid	0	840
2	pen_pan	0.698347014	short	1	mid	1	721
2	pen_pan	0.698347014	short	4	mid	1	676
2	pedal_paddle	0.698347014	short	9	mid	0	3799
2	pedal_paddle	0.698347014	short	10	mid	0	3683
2	pedal_paddle	0.698347014	short	1	mid	1	1240
2	pedal_paddle	0.698347014	short	7	mid	0	1459
2	pedal_paddle	0.698347014	short	5	mid	0	3495
2	pedal_paddle	0.698347014	short	3	mid	1	1021
2	pedal_paddle	0.698347014	short	2	mid	1	650
2	pedal_paddle	0.698347014	short	6	mid	1	5372
2	pedal_paddle	0.698347014	short	11	mid	1	1476
2	pedal_paddle	0.698347014	short	4	mid	0	803
2	pedal_paddle	0.698347014	short	8	mid	0	1616
2	pedal_paddle	0.698347014	short	6	mid	0	1046
2	pedal_paddle	0.698347014	short	4	mid	1	758
2	pedal_paddle	0.698347014	short	7	mid	1	2054
2	pedal_paddle	0.698347014	short	2	mid	0	1025
2	pedal_paddle	0.698347014	short	8	mid	0	1120
2	pedal_paddle	0.698347014	short	10	mid	1	726
2	pedal_paddle	0.698347014	short	9	mid	1	1957
2	pedal_paddle	0.698347014	short	5	mid	0	838
2	pedal_paddle	0.698347014	short	1	mid	0	1451
2	pedal_paddle	0.698347014	short	3	mid	0	1216
2	pedal_paddle	0.698347014	short	11	mid	1	927
2	pedal_paddle	0.698347014	short	6	mid	1	3722
2	pedal_paddle	0.698347014	short	1	mid	1	1924
2	pedal_paddle	0.698347014	short	2	mid	0	1419
2	pedal_paddle	0.698347014	short	4	mid	0	1056
2	pedal_paddle	0.698347014	short	11	mid	1	890
2	pedal_paddle	0.698347014	short	9	mid	1	991
2	pedal_paddle	0.698347014	short	5	mid	1	3100
2	pedal_paddle	0.698347014	short	8	mid	0	1298
2	pedal_paddle	0.698347014	short	7	mid	0	646
2	pedal_paddle	0.698347014	short	10	mid	0	590
2	pedal_paddle	0.698347014	short	3	mid	0	655
3	pen_pan	0.715623119	short	9	high	0	1119
3	pen_pan	0.715623119	short	6	high	0	944
3	pen_pan	0.715623119	short	11	high	0	760
3	pen_pan	0.715623119	short	5	high	1	1852
3	pen_pan	0.715623119	short	8	high	0	844
3	pen_pan	0.715623119	short	2	high	1	737
3	pen_pan	0.715623119	short	3	high	1	1487
3	pen_pan	0.715623119	short	1	high	1	731
3	pen_pan	0.715623119	short	10	high	0	670
3	pen_pan	0.715623119	short	7	high	0	699
3	pen_pan	0.715623119	short	4	high	1	1390
3	pen_pan	0.715623119	short	1	high	1	880
3	pen_pan	0.715623119	short	3	high	1	1236
3	pen_pan	0.715623119	short	10	high	0	670
3	pen_pan	0.715623119	short	4	high	0	940
3	pen_pan	0.715623119	short	6	high	0	748
3	pen_pan	0.715623119	short	9	high	0	581
3	pen_pan	0.715623119	short	11	high	0	552
3	pen_pan	0.715623119	short	8	high	0	562
3	pen_pan	0.715623119	short	5	high	0	1119
3	pen_pan	0.715623119	short	2	high	1	706
3	pen_pan	0.715623119	short	7	high	0	876
3	pen_pan	0.715623119	short	4	high	0	660
3	pen_pan	0.715623119	short	8	high	0	729
3	pen_pan	0.715623119	short	5	high	0	811
3	pen_pan	0.715623119	short	3	high	0	749
3	pen_pan	0.715623119	short	1	high	1	680
3	pen_pan	0.715623119	short	10	high	0	640
3	pen_pan	0.715623119	short	7	high	0	601
3	pen_pan	0.715623119	short	6	high	0	559
3	pen_pan	0.715623119	short	9	high	0	451
3	pen_pan	0.715623119	short	11	high	0	482
3	pen_pan	0.715623119	short	2	high	1	692
3	pedal_paddle	0.715623119	short	4	high	0	1942
3	pedal_paddle	0.715623119	short	1	high	1	591
3	pedal_paddle	0.715623119	short	11	high	0	648
3	pedal_paddle	0.715623119	short	10	high	0	574
3	pedal_paddle	0.715623119	short	2	high	1	498
3	pedal_paddle	0.715623119	short	7	high	0	594
3	pedal_paddle	0.715623119	short	5	high	0	626
3	pedal_paddle	0.715623119	short	3	high	1	558
3	pedal_paddle	0.715623119	short	8	high	0	617
3	pedal_paddle	0.715623119	short	9	high	0	610
3	pedal_paddle	0.715623119	short	6	high	0	823
3	pedal_paddle	0.715623119	short	1	high	1	545
3	pedal_paddle	0.715623119	short	8	high	0	641
3	pedal_paddle	0.715623119	short	2	high	1	732
3	pedal_paddle	0.715623119	short	7	high	0	700
3	pedal_paddle	0.715623119	short	3	high	1	634
3	pedal_paddle	0.715623119	short	4	high	1	681
3	pedal_paddle	0.715623119	short	6	high	0	660
3	pedal_paddle	0.715623119	short	5	high	0	661
3	pedal_paddle	0.715623119	short	9	high	0	814
3	pedal_paddle	0.715623119	short	11	high	0	588
3	pedal_paddle	0.715623119	short	10	high	0	590
3	pedal_paddle	0.715623119	short	1	high	1	562
3	pedal_paddle	0.715623119	short	2	high	1	684
3	pedal_paddle	0.715623119	short	3	high	1	591
3	pedal_paddle	0.715623119	short	9	high	0	671
3	pedal_paddle	0.715623119	short	4	high	1	622
3	pedal_paddle	0.715623119	short	8	high	0	533
3	pedal_paddle	0.715623119	short	10	high	0	548
3	pedal_paddle	0.715623119	short	5	high	0	796
3	pedal_paddle	0.715623119	short	6	high	0	763
3	pedal_paddle	0.715623119	short	11	high	0	657
3	pedal_paddle	0.715623119	short	7	high	0	588
4	pen_pan	0.412575082	short	6	low	0	7662
4	pen_pan	0.412575082	short	8	low	0	4808
4	pen_pan	0.412575082	short	5	low	0	7121
4	pen_pan	0.412575082	short	10	low	0	1238
4	pen_pan	0.412575082	short	1	low	1	3711
4	pen_pan	0.412575082	short	2	low	1	2350
4	pen_pan	0.412575082	short	3	low	1	2443
4	pen_pan	0.412575082	short	4	low	1	5357
4	pen_pan	0.412575082	short	9	low	0	1103
4	pen_pan	0.412575082	short	7	low	0	986
4	pen_pan	0.412575082	short	11	low	0	875
4	pen_pan	0.412575082	short	10	low	0	693
4	pen_pan	0.412575082	short	8	low	0	807
4	pen_pan	0.412575082	short	5	low	0	3864
4	pen_pan	0.412575082	short	11	low	0	2629
4	pen_pan	0.412575082	short	7	low	1	1519
4	pen_pan	0.412575082	short	9	low	0	1419
4	pen_pan	0.412575082	short	4	low	1	1730
4	pen_pan	0.412575082	short	6	low	1	6013
4	pen_pan	0.412575082	short	3	low	1	3456
4	pen_pan	0.412575082	short	1	low	1	1241
4	pen_pan	0.412575082	short	2	low	1	2533
4	pen_pan	0.412575082	short	11	low	0	6944
4	pen_pan	0.412575082	short	7	low	0	1199
4	pen_pan	0.412575082	short	10	low	0	873
4	pen_pan	0.412575082	short	3	low	0	2243
4	pen_pan	0.412575082	short	4	low	0	978
4	pen_pan	0.412575082	short	8	low	0	838
4	pen_pan	0.412575082	short	1	low	1	4266
4	pen_pan	0.412575082	short	9	low	0	1156
4	pen_pan	0.412575082	short	2	low	1	4034
4	pen_pan	0.412575082	short	6	low	0	2268
4	pen_pan	0.412575082	short	5	low	0	2369
4	pedal_paddle	0.412575082	short	5	low	1	4644
4	pedal_paddle	0.412575082	short	8	low	0	5629
4	pedal_paddle	0.412575082	short	4	low	0	1471
4	pedal_paddle	0.412575082	short	1	low	0	2959
4	pedal_paddle	0.412575082	short	3	low	0	2985
4	pedal_paddle	0.412575082	short	9	low	0	3249
4	pedal_paddle	0.412575082	short	10	low	1	3910
4	pedal_paddle	0.412575082	short	2	low	1	1972
4	pedal_paddle	0.412575082	short	11	low	1	3130
4	pedal_paddle	0.412575082	short	7	low	1	2784
4	pedal_paddle	0.412575082	short	6	low	1	6729
4	pedal_paddle	0.412575082	short	2	low	0	7326
4	pedal_paddle	0.412575082	short	3	low	1	4042
4	pedal_paddle	0.412575082	short	4	low	0	2911
4	pedal_paddle	0.412575082	short	1	low	1	2765
4	pedal_paddle	0.412575082	short	9	low	1	1029
4	pedal_paddle	0.412575082	short	11	low	1	1060
4	pedal_paddle	0.412575082	short	6	low	1	2688
4	pedal_paddle	0.412575082	short	8	low	1	1218
4	pedal_paddle	0.412575082	short	10	low	1	1138
4	pedal_paddle	0.412575082	short	7	low	1	1083
4	pedal_paddle	0.412575082	short	5	low	1	766
4	pedal_paddle	0.412575082	short	7	low	1	710
4	pedal_paddle	0.412575082	short	5	low	1	1081
4	pedal_paddle	0.412575082	short	11	low	1	1025
4	pedal_paddle	0.412575082	short	1	low	1	1024
4	pedal_paddle	0.412575082	short	8	low	1	1381
4	pedal_paddle	0.412575082	short	10	low	1	1323
4	pedal_paddle	0.412575082	short	6	low	1	1152
4	pedal_paddle	0.412575082	short	2	low	1	1160
4	pedal_paddle	0.412575082	short	3	low	1	1928
4	pedal_paddle	0.412575082	short	4	low	1	3706
4	pedal_paddle	0.412575082	short	9	low	1	1797
5	pen_pan	0.961090195	short	9	high	0	3576
5	pen_pan	0.961090195	short	11	high	0	2128
5	pen_pan	0.961090195	short	4	high	0	1620
5	pen_pan	0.961090195	short	10	high	0	2092
5	pen_pan	0.961090195	short	3	high	0	1923
5	pen_pan	0.961090195	short	5	high	0	1756
5	pen_pan	0.961090195	short	1	high	0	1565
5	pen_pan	0.961090195	short	2	high	0	2120
5	pen_pan	0.961090195	short	7	high	0	1265
5	pen_pan	0.961090195	short	6	high	0	1076
5	pen_pan	0.961090195	short	8	high	0	1385
5	pen_pan	0.961090195	short	1	high	1	1937
5	pen_pan	0.961090195	short	9	high	0	1383
5	pen_pan	0.961090195	short	6	high	0	1781
5	pen_pan	0.961090195	short	8	high	0	2469
5	pen_pan	0.961090195	short	7	high	1	1009
5	pen_pan	0.961090195	short	11	high	0	1426
5	pen_pan	0.961090195	short	3	high	1	915
5	pen_pan	0.961090195	short	4	high	1	2454
5	pen_pan	0.961090195	short	2	high	0	2277
5	pen_pan	0.961090195	short	5	high	0	1089
5	pen_pan	0.961090195	short	10	high	0	949
5	pen_pan	0.961090195	short	9	high	0	2485
5	pen_pan	0.961090195	short	5	high	1	1001
5	pen_pan	0.961090195	short	7	high	0	1726
5	pen_pan	0.961090195	short	6	high	0	3775
5	pen_pan	0.961090195	short	3	high	0	7932
5	pen_pan	0.961090195	short	2	high	0	1460
5	pen_pan	0.961090195	short	11	high	0	1035
5	pen_pan	0.961090195	short	10	high	0	846
5	pen_pan	0.961090195	short	8	high	0	954
5	pen_pan	0.961090195	short	4	high	1	936
5	pen_pan	0.961090195	short	1	high	1	977
5	pedal_paddle	0.961090195	short	11	high	0	1149
5	pedal_paddle	0.961090195	short	5	high	1	1652
5	pedal_paddle	0.961090195	short	9	high	1	1394
5	pedal_paddle	0.961090195	short	1	high	1	1049
5	pedal_paddle	0.961090195	short	8	high	0	1588
5	pedal_paddle	0.961090195	short	10	high	0	2529
5	pedal_paddle	0.961090195	short	2	high	1	1194
5	pedal_paddle	0.961090195	short	7	high	1	1650
5	pedal_paddle	0.961090195	short	4	high	1	1854
5	pedal_paddle	0.961090195	short	3	high	1	1269
5	pedal_paddle	0.961090195	short	6	high	0	1058
5	pedal_paddle	0.961090195	short	10	high	0	854
5	pedal_paddle	0.961090195	short	2	high	1	823
5	pedal_paddle	0.961090195	short	5	high	1	1326
5	pedal_paddle	0.961090195	short	1	high	1	1023
5	pedal_paddle	0.961090195	short	4	high	1	908
5	pedal_paddle	0.961090195	short	11	high	0	840
5	pedal_paddle	0.961090195	short	7	high	1	1535
5	pedal_paddle	0.961090195	short	6	high	1	2681
5	pedal_paddle	0.961090195	short	3	high	1	1000
5	pedal_paddle	0.961090195	short	9	high	0	756
5	pedal_paddle	0.961090195	short	8	high	0	889
5	pedal_paddle	0.961090195	short	7	high	0	833
5	pedal_paddle	0.961090195	short	8	high	1	1723
5	pedal_paddle	0.961090195	short	10	high	0	1698
5	pedal_paddle	0.961090195	short	5	high	1	802
5	pedal_paddle	0.961090195	short	1	high	1	849
5	pedal_paddle	0.961090195	short	11	high	0	2161
5	pedal_paddle	0.961090195	short	6	high	1	941
5	pedal_paddle	0.961090195	short	3	high	1	1402
5	pedal_paddle	0.961090195	short	9	high	0	876
5	pedal_paddle	0.961090195	short	4	high	1	796
5	pedal_paddle	0.961090195	short	2	high	1	1172
6	pen_pan	0.800042845	short	1	mid	1	1839
6	pen_pan	0.800042845	short	9	mid	0	1307
6	pen_pan	0.800042845	short	6	mid	0	1149
6	pen_pan	0.800042845	short	2	mid	1	1126
6	pen_pan	0.800042845	short	7	mid	0	1308
6	pen_pan	0.800042845	short	11	mid	0	1228
6	pen_pan	0.800042845	short	8	mid	0	1214
6	pen_pan	0.800042845	short	10	mid	0	1128
6	pen_pan	0.800042845	short	5	mid	1	1168
6	pen_pan	0.800042845	short	3	mid	1	1202
6	pen_pan	0.800042845	short	4	mid	1	1233
6	pen_pan	0.800042845	short	9	mid	0	1165
6	pen_pan	0.800042845	short	6	mid	0	1166
6	pen_pan	0.800042845	short	1	mid	1	1071
6	pen_pan	0.800042845	short	2	mid	1	1156
6	pen_pan	0.800042845	short	3	mid	0	1769
6	pen_pan	0.800042845	short	5	mid	0	1235
6	pen_pan	0.800042845	short	4	mid	1	1314
6	pen_pan	0.800042845	short	11	mid	0	1074
6	pen_pan	0.800042845	short	10	mid	0	1054
6	pen_pan	0.800042845	short	8	mid	0	1371
6	pen_pan	0.800042845	short	7	mid	0	1033
6	pen_pan	0.800042845	short	3	mid	1	1206
6	pen_pan	0.800042845	short	1	mid	1	1081
6	pen_pan	0.800042845	short	2	mid	1	1068
6	pen_pan	0.800042845	short	8	mid	0	1128
6	pen_pan	0.800042845	short	5	mid	0	1086
6	pen_pan	0.800042845	short	10	mid	0	1086
6	pen_pan	0.800042845	short	6	mid	0	1237
6	pen_pan	0.800042845	short	11	mid	0	1311
6	pen_pan	0.800042845	short	4	mid	1	1135
6	pen_pan	0.800042845	short	7	mid	0	1138
6	pen_pan	0.800042845	short	9	mid	0	1133
6	pedal_paddle	0.800042845	short	11	mid	0	915
6	pedal_paddle	0.800042845	short	3	mid	1	933
6	pedal_paddle	0.800042845	short	8	mid	0	1059
6	pedal_paddle	0.800042845	short	2	mid	1	906
6	pedal_paddle	0.800042845	short	6	mid	1	946
6	pedal_paddle	0.800042845	short	7	mid	1	926
6	pedal_paddle	0.800042845	short	4	mid	1	1168
6	pedal_paddle	0.800042845	short	9	mid	0	1101
6	pedal_paddle	0.800042845	short	10	mid	0	1043
6	pedal_paddle	0.800042845	short	5	mid	0	1017
6	pedal_paddle	0.800042845	short	1	mid	1	932
6	pedal_paddle	0.800042845	short	2	mid	1	924
6	pedal_paddle	0.800042845	short	1	mid	1	777
6	pedal_paddle	0.800042845	short	11	mid	0	784
6	pedal_paddle	0.800042845	short	5	mid	0	581
6	pedal_paddle	0.800042845	short	9	mid	0	731
6	pedal_paddle	0.800042845	short	7	mid	0	590
6	pedal_paddle	0.800042845	short	8	mid	0	511
6	pedal_paddle	0.800042845	short	3	mid	1	836
6	pedal_paddle	0.800042845	short	6	mid	1	708
6	pedal_paddle	0.800042845	short	4	mid	1	676
6	pedal_paddle	0.800042845	short	10	mid	0	836
6	pedal_paddle	0.800042845	short	11	mid	0	788
6	pedal_paddle	0.800042845	short	5	mid	1	641
6	pedal_paddle	0.800042845	short	6	mid	1	530
6	pedal_paddle	0.800042845	short	2	mid	0	601
6	pedal_paddle	0.800042845	short	4	mid	1	1085
6	pedal_paddle	0.800042845	short	3	mid	1	1383
6	pedal_paddle	0.800042845	short	9	mid	0	885
6	pedal_paddle	0.800042845	short	8	mid	0	810
6	pedal_paddle	0.800042845	short	1	mid	1	765
6	pedal_paddle	0.800042845	short	7	mid	0	880
6	pedal_paddle	0.800042845	short	10	mid	0	768
7	pen_pan	0.625241266	short	4	low	0	886
7	pen_pan	0.625241266	short	8	low	0	735
7	pen_pan	0.625241266	short	11	low	0	552
7	pen_pan	0.625241266	short	7	low	0	588
7	pen_pan	0.625241266	short	9	low	0	726
7	pen_pan	0.625241266	short	6	low	0	526
7	pen_pan	0.625241266	short	10	low	0	736
7	pen_pan	0.625241266	short	2	low	0	1120
7	pen_pan	0.625241266	short	5	low	1	1912
7	pen_pan	0.625241266	short	1	low	0	2769
7	pen_pan	0.625241266	short	3	low	0	673
7	pen_pan	0.625241266	short	1	low	0	412
7	pen_pan	0.625241266	short	2	low	0	432
7	pen_pan	0.625241266	short	5	low	0	331
7	pen_pan	0.625241266	short	11	low	0	608
7	pen_pan	0.625241266	short	8	low	0	720
7	pen_pan	0.625241266	short	3	low	0	637
7	pen_pan	0.625241266	short	9	low	0	419
7	pen_pan	0.625241266	short	4	low	0	466
7	pen_pan	0.625241266	short	7	low	0	560
7	pen_pan	0.625241266	short	10	low	0	458
7	pen_pan	0.625241266	short	6	low	0	480
7	pen_pan	0.625241266	short	5	low	0	704
7	pen_pan	0.625241266	short	11	low	0	579
7	pen_pan	0.625241266	short	10	low	0	539
7	pen_pan	0.625241266	short	2	low	0	687
7	pen_pan	0.625241266	short	8	low	0	808
7	pen_pan	0.625241266	short	4	low	0	843
7	pen_pan	0.625241266	short	6	low	0	507
7	pen_pan	0.625241266	short	3	low	0	520
7	pen_pan	0.625241266	short	9	low	0	536
7	pen_pan	0.625241266	short	7	low	0	537
7	pen_pan	0.625241266	short	1	low	0	832
7	pedal_paddle	0.625241266	short	3	low	0	5598
7	pedal_paddle	0.625241266	short	6	low	1	2733
7	pedal_paddle	0.625241266	short	9	low	0	3296
7	pedal_paddle	0.625241266	short	5	low	0	768
7	pedal_paddle	0.625241266	short	11	low	0	5561
7	pedal_paddle	0.625241266	short	7	low	0	1186
7	pedal_paddle	0.625241266	short	1	low	0	877
7	pedal_paddle	0.625241266	short	10	low	1	2408
7	pedal_paddle	0.625241266	short	8	low	1	940
7	pedal_paddle	0.625241266	short	2	low	1	775
7	pedal_paddle	0.625241266	short	4	low	1	869
7	pedal_paddle	0.625241266	short	7	low	0	903
7	pedal_paddle	0.625241266	short	2	low	0	1303
7	pedal_paddle	0.625241266	short	9	low	0	908
7	pedal_paddle	0.625241266	short	8	low	0	386
7	pedal_paddle	0.625241266	short	3	low	0	1021
7	pedal_paddle	0.625241266	short	10	low	1	942
7	pedal_paddle	0.625241266	short	6	low	1	500
7	pedal_paddle	0.625241266	short	1	low	1	346
7	pedal_paddle	0.625241266	short	4	low	1	399
7	pedal_paddle	0.625241266	short	11	low	1	892
7	pedal_paddle	0.625241266	short	5	low	1	836
7	pedal_paddle	0.625241266	short	10	low	1	635
7	pedal_paddle	0.625241266	short	5	low	1	655
7	pedal_paddle	0.625241266	short	7	low	1	602
7	pedal_paddle	0.625241266	short	1	low	1	1259
7	pedal_paddle	0.625241266	short	2	low	1	794
7	pedal_paddle	0.625241266	short	6	low	1	533
7	pedal_paddle	0.625241266	short	4	low	1	671
7	pedal_paddle	0.625241266	short	8	low	1	756
7	pedal_paddle	0.625241266	short	9	low	1	655
7	pedal_paddle	0.625241266	short	11	low	1	788
7	pedal_paddle	0.625241266	short	3	low	1	1668
8	pen_pan	0.464053728	short	4	high	1	3799
8	pen_pan	0.464053728	short	5	high	1	1673
8	pen_pan	0.464053728	short	11	high	0	740
8	pen_pan	0.464053728	short	6	high	0	818
8	pen_pan	0.464053728	short	2	high	0	996
8	pen_pan	0.464053728	short	8	high	0	1879
8	pen_pan	0.464053728	short	10	high	1	839
8	pen_pan	0.464053728	short	3	high	0	902
8	pen_pan	0.464053728	short	9	high	1	1286
8	pen_pan	0.464053728	short	1	high	1	855
8	pen_pan	0.464053728	short	7	high	1	1046
8	pen_pan	0.464053728	short	1	high	0	690
8	pen_pan	0.464053728	short	10	high	1	853
8	pen_pan	0.464053728	short	3	high	1	2386
8	pen_pan	0.464053728	short	2	high	1	764
8	pen_pan	0.464053728	short	5	high	0	724
8	pen_pan	0.464053728	short	9	high	0	929
8	pen_pan	0.464053728	short	8	high	0	1016
8	pen_pan	0.464053728	short	4	high	1	722
8	pen_pan	0.464053728	short	7	high	1	1131
8	pen_pan	0.464053728	short	11	high	1	1720
8	pen_pan	0.464053728	short	6	high	0	754
8	pen_pan	0.464053728	short	7	high	1	782
8	pen_pan	0.464053728	short	8	high	1	2081
8	pen_pan	0.464053728	short	4	high	1	831
8	pen_pan	0.464053728	short	5	high	1	760
8	pen_pan	0.464053728	short	6	high	1	1177
8	pen_pan	0.464053728	short	3	high	1	697
8	pen_pan	0.464053728	short	1	high	1	1160
8	pen_pan	0.464053728	short	10	high	0	660
8	pen_pan	0.464053728	short	11	high	0	522
8	pen_pan	0.464053728	short	9	high	0	495
8	pen_pan	0.464053728	short	2	high	1	1745
8	pedal_paddle	0.464053728	short	7	high	0	977
8	pedal_paddle	0.464053728	short	8	high	0	619
8	pedal_paddle	0.464053728	short	5	high	0	500
8	pedal_paddle	0.464053728	short	9	high	0	594
8	pedal_paddle	0.464053728	short	10	high	0	522
8	pedal_paddle	0.464053728	short	4	high	0	718
8	pedal_paddle	0.464053728	short	6	high	0	808
8	pedal_paddle	0.464053728	short	11	high	0	921
8	pedal_paddle	0.464053728	short	1	high	1	707
8	pedal_paddle	0.464053728	short	2	high	1	555
8	pedal_paddle	0.464053728	short	3	high	1	611
8	pedal_paddle	0.464053728	short	4	high	1	697
8	pedal_paddle	0.464053728	short	9	high	0	1048
8	pedal_paddle	0.464053728	short	7	high	0	533
8	pedal_paddle	0.464053728	short	2	high	0	594
8	pedal_paddle	0.464053728	short	5	high	0	568
8	pedal_paddle	0.464053728	short	6	high	0	596
8	pedal_paddle	0.464053728	short	10	high	0	352
8	pedal_paddle	0.464053728	short	8	high	0	755
8	pedal_paddle	0.464053728	short	3	high	0	1104
8	pedal_paddle	0.464053728	short	11	high	0	1276
8	pedal_paddle	0.464053728	short	1	high	1	739
8	pedal_paddle	0.464053728	short	6	high	1	798
8	pedal_paddle	0.464053728	short	7	high	1	884
8	pedal_paddle	0.464053728	short	9	high	0	853
8	pedal_paddle	0.464053728	short	5	high	0	947
8	pedal_paddle	0.464053728	short	2	high	0	730
8	pedal_paddle	0.464053728	short	11	high	0	1084
8	pedal_paddle	0.464053728	short	8	high	0	991
8	pedal_paddle	0.464053728	short	4	high	0	864
8	pedal_paddle	0.464053728	short	3	high	0	1301
8	pedal_paddle	0.464053728	short	10	high	0	905
8	pedal_paddle	0.464053728	short	1	high	0	922
9	pen_pan	0.789065081	short	2	high	0	1125
9	pen_pan	0.789065081	short	7	high	0	2011
9	pen_pan	0.789065081	short	9	high	0	840
9	pen_pan	0.789065081	short	8	high	0	664
9	pen_pan	0.789065081	short	4	high	0	662
9	pen_pan	0.789065081	short	5	high	0	530
9	pen_pan	0.789065081	short	6	high	0	522
9	pen_pan	0.789065081	short	11	high	0	1475
9	pen_pan	0.789065081	short	10	high	0	702
9	pen_pan	0.789065081	short	3	high	1	837
9	pen_pan	0.789065081	short	1	high	1	807
9	pen_pan	0.789065081	short	6	high	0	759
