rt,trial_type,trial_index,time_elapsed,SubjectID,stimulus,button_pressed,PartExperiment
1499,button-response,54,165467,co96yh2556c829209vt20qrmw5kdb6dz,ne poort,2,DutchArticlesUsual
1459,button-response,55,166978,co96yh2556c829209vt20qrmw5kdb6dz,ne stad,2,DutchArticlesUsual
4260,button-response,56,171291,co96yh2556c829209vt20qrmw5kdb6dz,het stoel,2,DutchArticlesUsual
5442,button-response,57,176787,co96yh2556c829209vt20qrmw5kdb6dz,nen bijl,1,DutchArticlesUsual
6635,button-response,58,183475,co96yh2556c829209vt20qrmw5kdb6dz,het veld,0,DutchArticlesUsual
1890,button-response,59,185418,co96yh2556c829209vt20qrmw5kdb6dz,het fiets,2,DutchArticlesUsual
3004,button-response,60,188476,co96yh2556c829209vt20qrmw5kdb6dz,de pijn,0,DutchArticlesUsual
2010,button-response,61,190539,co96yh2556c829209vt20qrmw5kdb6dz,de werk,2,DutchArticlesUsual
1387,button-response,62,191979,co96yh2556c829209vt20qrmw5kdb6dz,de vuur,2,DutchArticlesUsual
1907,button-response,63,193939,co96yh2556c829209vt20qrmw5kdb6dz,ne gloed,1,DutchArticlesUsual
1363,button-response,64,195355,co96yh2556c829209vt20qrmw5kdb6dz,de hart,2,DutchArticlesUsual
2146,button-response,65,197557,co96yh2556c829209vt20qrmw5kdb6dz,de speld,0,DutchArticlesUsual
1408,button-response,66,199019,co96yh2556c829209vt20qrmw5kdb6dz,de naam,0,DutchArticlesUsual
987,button-response,67,200059,co96yh2556c829209vt20qrmw5kdb6dz,het woord,0,DutchArticlesUsual
1954,button-response,68,202066,co96yh2556c829209vt20qrmw5kdb6dz,ne kin,2,DutchArticlesUsual
2587,button-response,69,204706,co96yh2556c829209vt20qrmw5kdb6dz,het maand,2,DutchArticlesUsual
922,button-response,70,205682,co96yh2556c829209vt20qrmw5kdb6dz,het rol,2,DutchArticlesUsual
4475,button-response,71,210211,co96yh2556c829209vt20qrmw5kdb6dz,de koek,0,DutchArticlesUsual
1755,button-response,72,212019,co96yh2556c829209vt20qrmw5kdb6dz,de beeld,2,DutchArticlesUsual
2603,button-response,73,214675,co96yh2556c829209vt20qrmw5kdb6dz,ne zaal,1,DutchArticlesUsual
1907,button-response,74,216635,co96yh2556c829209vt20qrmw5kdb6dz,ne geur,1,DutchArticlesUsual
1211,button-response,75,217899,co96yh2556c829209vt20qrmw5kdb6dz,de ding,2,DutchArticlesUsual
1579,button-response,76,219531,co96yh2556c829209vt20qrmw5kdb6dz,ne stap,1,DutchArticlesUsual
1002,button-response,77,220587,co96yh2556c829209vt20qrmw5kdb6dz,ne kant,1,DutchArticlesUsual
1875,button-response,78,222515,co96yh2556c829209vt20qrmw5kdb6dz,het film,2,DutchArticlesUsual
1323,button-response,79,223891,co96yh2556c829209vt20qrmw5kdb6dz,het huis,0,DutchArticlesUsual
1443,button-response,80,225386,co96yh2556c829209vt20qrmw5kdb6dz,ne mand,2,DutchArticlesUsual
1700,button-response,82,237058,co96yh2556c829209vt20qrmw5kdb6dz,nen bijl,1,DutchArticlesOwnUse
1155,button-response,83,238266,co96yh2556c829209vt20qrmw5kdb6dz,ne stad,1,DutchArticlesOwnUse
3356,button-response,84,241675,co96yh2556c829209vt20qrmw5kdb6dz,ne vrucht,0,DutchArticlesOwnUse
1115,button-response,85,242843,co96yh2556c829209vt20qrmw5kdb6dz,ne stap,0,DutchArticlesOwnUse
867,button-response,86,243763,co96yh2556c829209vt20qrmw5kdb6dz,ne geur,0,DutchArticlesOwnUse
1475,button-response,87,245291,co96yh2556c829209vt20qrmw5kdb6dz,ne poort,1,DutchArticlesOwnUse
1643,button-response,88,246987,co96yh2556c829209vt20qrmw5kdb6dz,ne plicht,1,DutchArticlesOwnUse
1354,button-response,89,248395,co96yh2556c829209vt20qrmw5kdb6dz,ne kant,0,DutchArticlesOwnUse
1099,button-response,90,249548,co96yh2556c829209vt20qrmw5kdb6dz,ne zaal,0,DutchArticlesOwnUse
2194,button-response,91,251795,co96yh2556c829209vt20qrmw5kdb6dz,ne zaak,1,DutchArticlesOwnUse
1452,button-response,92,253299,co96yh2556c829209vt20qrmw5kdb6dz,ne gloed,0,DutchArticlesOwnUse
1354,button-response,93,254706,co96yh2556c829209vt20qrmw5kdb6dz,ne mand,0,DutchArticlesOwnUse
852,button-response,94,255610,co96yh2556c829209vt20qrmw5kdb6dz,ne knie,0,DutchArticlesOwnUse
1099,button-response,95,256762,co96yh2556c829209vt20qrmw5kdb6dz,ne kin,0,DutchArticlesOwnUse
9335,button-response,2,89788,cpb4g0s50arzetogcnyna88w10zumcg9,Knie,2,GermanArticles
7245,button-response,3,97086,cpb4g0s50arzetogcnyna88w10zumcg9,Saal,0,GermanArticles
2906,button-response,4,100059,cpb4g0s50arzetogcnyna88w10zumcg9,Preis,0,GermanArticles
6023,button-response,5,106144,cpb4g0s50arzetogcnyna88w10zumcg9,Baum,0,GermanArticles
3484,button-response,6,109686,cpb4g0s50arzetogcnyna88w10zumcg9,Pfahl,0,GermanArticles
3397,button-response,7,113142,cpb4g0s50arzetogcnyna88w10zumcg9,Fleck,0,GermanArticles
2456,button-response,8,115659,cpb4g0s50arzetogcnyna88w10zumcg9,Platz,0,GermanArticles
3065,button-response,9,118779,cpb4g0s50arzetogcnyna88w10zumcg9,Berg,0,GermanArticles
4317,button-response,10,123164,cpb4g0s50arzetogcnyna88w10zumcg9,Wurst,0,GermanArticles
4192,button-response,11,127415,cpb4g0s50arzetogcnyna88w10zumcg9,Park,2,GermanArticles
3685,button-response,12,131162,cpb4g0s50arzetogcnyna88w10zumcg9,Brust,1,GermanArticles
1908,button-response,13,133133,cpb4g0s50arzetogcnyna88w10zumcg9,Spur,2,GermanArticles
2596,button-response,14,135787,cpb4g0s50arzetogcnyna88w10zumcg9,Stadt,0,GermanArticles
4415,button-response,15,140255,cpb4g0s50arzetogcnyna88w10zumcg9,Hand,1,GermanArticles
3434,button-response,16,143748,cpb4g0s50arzetogcnyna88w10zumcg9,Deich,0,GermanArticles
3880,button-response,17,147684,cpb4g0s50arzetogcnyna88w10zumcg9,Hemd,2,GermanArticles
4907,button-response,18,152650,cpb4g0s50arzetogcnyna88w10zumcg9,Boot,0,GermanArticles
4346,button-response,19,157066,cpb4g0s50arzetogcnyna88w10zumcg9,Sicht,2,GermanArticles
4181,button-response,20,161297,cpb4g0s50arzetogcnyna88w10zumcg9,Wald,2,GermanArticles
4504,button-response,21,165858,cpb4g0s50arzetogcnyna88w10zumcg9,Kunst,0,GermanArticles
10931,button-response,22,176840,cpb4g0s50arzetogcnyna88w10zumcg9,Stern,2,GermanArticles
4119,button-response,23,181021,cpb4g0s50arzetogcnyna88w10zumcg9,Steak,2,GermanArticles
2481031,button-response,24,2662116,cpb4g0s50arzetogcnyna88w10zumcg9,Ohr,0,GermanArticles
2151,button-response,25,2664330,cpb4g0s50arzetogcnyna88w10zumcg9,Mund,0,GermanArticles
2056,button-response,26,2666448,cpb4g0s50arzetogcnyna88w10zumcg9,Brot,2,GermanArticles
3541,button-response,27,2670041,cpb4g0s50arzetogcnyna88w10zumcg9,Beil,0,GermanArticles
3214,button-response,28,2673318,cpb4g0s50arzetogcnyna88w10zumcg9,Kinn,1,GermanArticles
17456,button-response,29,2690831,cpb4g0s50arzetogcnyna88w10zumcg9,Tour,0,GermanArticles
2613,button-response,30,2693495,cpb4g0s50arzetogcnyna88w10zumcg9,Lohn,1,GermanArticles
1823,button-response,31,2695373,cpb4g0s50arzetogcnyna88w10zumcg9,Strand,0,GermanArticles
3234,button-response,32,2698669,cpb4g0s50arzetogcnyna88w10zumcg9,Front,0,GermanArticles
50448,button-response,33,2749172,cpb4g0s50arzetogcnyna88w10zumcg9,Uhr,2,GermanArticles
3013,button-response,34,2752246,cpb4g0s50arzetogcnyna88w10zumcg9,Pflicht,0,GermanArticles
1507,button-response,35,2753820,cpb4g0s50arzetogcnyna88w10zumcg9,Tür,1,GermanArticles
1734,button-response,36,2755613,cpb4g0s50arzetogcnyna88w10zumcg9,Horn,0,GermanArticles
1649,button-response,37,2757325,cpb4g0s50arzetogcnyna88w10zumcg9,Schaum,2,GermanArticles
2804,button-response,38,2760187,cpb4g0s50arzetogcnyna88w10zumcg9,Chor,2,GermanArticles
3466,button-response,39,2763718,cpb4g0s50arzetogcnyna88w10zumcg9,Bahn,1,GermanArticles
1755,button-response,40,2765539,cpb4g0s50arzetogcnyna88w10zumcg9,Glut,0,GermanArticles
1693,button-response,41,2767291,cpb4g0s50arzetogcnyna88w10zumcg9,Nacht,1,GermanArticles
3749,button-response,42,2771101,cpb4g0s50arzetogcnyna88w10zumcg9,Quiz,0,GermanArticles
1319,button-response,43,2772480,cpb4g0s50arzetogcnyna88w10zumcg9,Schiff,2,GermanArticles
1376,button-response,44,2773912,cpb4g0s50arzetogcnyna88w10zumcg9,Frucht,0,GermanArticles
1368,button-response,45,2775348,cpb4g0s50arzetogcnyna88w10zumcg9,Licht,2,GermanArticles
9850,button-response,47,2821639,cpb4g0s50arzetogcnyna88w10zumcg9,de werk,2,DutchArticlesUsual
100885,button-response,48,2922583,cpb4g0s50arzetogcnyna88w10zumcg9,het stuk,0,DutchArticlesUsual
4585,button-response,49,2927233,cpb4g0s50arzetogcnyna88w10zumcg9,het woord,0,DutchArticlesUsual
3633,button-response,50,2930919,cpb4g0s50arzetogcnyna88w10zumcg9,het stoel,1,DutchArticlesUsual
1647,button-response,51,2932631,cpb4g0s50arzetogcnyna88w10zumcg9,het jaar,0,DutchArticlesUsual
5216,button-response,52,2937912,cpb4g0s50arzetogcnyna88w10zumcg9,ne gloed,1,DutchArticlesUsual
1555,button-response,53,2939535,cpb4g0s50arzetogcnyna88w10zumcg9,het huis,0,DutchArticlesUsual
4731,button-response,54,2944332,cpb4g0s50arzetogcnyna88w10zumcg9,ne vrucht,2,DutchArticlesUsual
2025,button-response,55,2946413,cpb4g0s50arzetogcnyna88w10zumcg9,het film,2,DutchArticlesUsual
2161,button-response,56,2948627,cpb4g0s50arzetogcnyna88w10zumcg9,de naam,0,DutchArticlesUsual
3590,button-response,57,2952274,cpb4g0s50arzetogcnyna88w10zumcg9,de beeld,1,DutchArticlesUsual
1883,button-response,58,2954213,cpb4g0s50arzetogcnyna88w10zumcg9,ne poort,2,DutchArticlesUsual
1831,button-response,59,2956098,cpb4g0s50arzetogcnyna88w10zumcg9,het maand,2,DutchArticlesUsual
1774,button-response,60,2957928,cpb4g0s50arzetogcnyna88w10zumcg9,ne stad,1,DutchArticlesUsual
1493,button-response,61,2959478,cpb4g0s50arzetogcnyna88w10zumcg9,de ding,1,DutchArticlesUsual
1298,button-response,62,2960837,cpb4g0s50arzetogcnyna88w10zumcg9,ne stap,2,DutchArticlesUsual
970,button-response,63,2961861,cpb4g0s50arzetogcnyna88w10zumcg9,ne plicht,1,DutchArticlesUsual
792,button-response,64,2962715,cpb4g0s50arzetogcnyna88w10zumcg9,ne zaal,1,DutchArticlesUsual
3804,button-response,65,2966575,cpb4g0s50arzetogcnyna88w10zumcg9,ne mand,2,DutchArticlesUsual
2917,button-response,66,2969555,cpb4g0s50arzetogcnyna88w10zumcg9,de speld,0,DutchArticlesUsual
6978,button-response,67,2976589,cpb4g0s50arzetogcnyna88w10zumcg9,ne kant,1,DutchArticlesUsual
1473,button-response,68,2978118,cpb4g0s50arzetogcnyna88w10zumcg9,de hart,1,DutchArticlesUsual
4645,button-response,69,2982815,cpb4g0s50arzetogcnyna88w10zumcg9,nen bijl,2,DutchArticlesUsual
3311,button-response,70,2986186,cpb4g0s50arzetogcnyna88w10zumcg9,de koek,0,DutchArticlesUsual
1439,button-response,71,2987686,cpb4g0s50arzetogcnyna88w10zumcg9,ne geur,2,DutchArticlesUsual
1263,button-response,72,2989008,cpb4g0s50arzetogcnyna88w10zumcg9,de trein,0,DutchArticlesUsual
1447,button-response,73,2990521,cpb4g0s50arzetogcnyna88w10zumcg9,de vuur,1,DutchArticlesUsual
1252,button-response,74,2991838,cpb4g0s50arzetogcnyna88w10zumcg9,ne zaak,2,DutchArticlesUsual
1466,button-response,75,2993357,cpb4g0s50arzetogcnyna88w10zumcg9,het rol,1,DutchArticlesUsual
1572,button-response,76,2994998,cpb4g0s50arzetogcnyna88w10zumcg9,het veld,0,DutchArticlesUsual
1148,button-response,77,2996204,cpb4g0s50arzetogcnyna88w10zumcg9,het fiets,1,DutchArticlesUsual
999,button-response,78,2997262,cpb4g0s50arzetogcnyna88w10zumcg9,ne knie,1,DutchArticlesUsual
963,button-response,79,2998284,cpb4g0s50arzetogcnyna88w10zumcg9,ne kin,2,DutchArticlesUsual
1616,button-response,80,2999961,cpb4g0s50arzetogcnyna88w10zumcg9,de pijn,0,DutchArticlesUsual
2390,button-response,82,3007798,cpb4g0s50arzetogcnyna88w10zumcg9,ne mand,1,DutchArticlesOwnUse
1242,button-response,83,3009099,cpb4g0s50arzetogcnyna88w10zumcg9,ne knie,1,DutchArticlesOwnUse
1095,button-response,84,3010253,cpb4g0s50arzetogcnyna88w10zumcg9,ne zaal,1,DutchArticlesOwnUse
1277,button-response,85,3011581,cpb4g0s50arzetogcnyna88w10zumcg9,ne stap,1,DutchArticlesOwnUse
1019,button-response,86,3012652,cpb4g0s50arzetogcnyna88w10zumcg9,ne kin,1,DutchArticlesOwnUse
1706,button-response,87,3014412,cpb4g0s50arzetogcnyna88w10zumcg9,ne plicht,1,DutchArticlesOwnUse
1427,button-response,88,3015893,cpb4g0s50arzetogcnyna88w10zumcg9,ne stad,1,DutchArticlesOwnUse
1085,button-response,89,3017039,cpb4g0s50arzetogcnyna88w10zumcg9,ne vrucht,1,DutchArticlesOwnUse
823,button-response,90,3017920,cpb4g0s50arzetogcnyna88w10zumcg9,ne geur,1,DutchArticlesOwnUse
2321,button-response,91,3020303,cpb4g0s50arzetogcnyna88w10zumcg9,nen bijl,1,DutchArticlesOwnUse
937,button-response,92,3021299,cpb4g0s50arzetogcnyna88w10zumcg9,ne poort,1,DutchArticlesOwnUse
802,button-response,93,3022157,cpb4g0s50arzetogcnyna88w10zumcg9,ne zaak,1,DutchArticlesOwnUse
755,button-response,94,3022964,cpb4g0s50arzetogcnyna88w10zumcg9,ne kant,1,DutchArticlesOwnUse
721,button-response,95,3023744,cpb4g0s50arzetogcnyna88w10zumcg9,ne gloed,1,DutchArticlesOwnUse
4888,button-response,2,38902,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Pflicht,0,GermanArticles
1842,button-response,3,40821,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Stern,1,GermanArticles
3763,button-response,4,44662,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Chor,2,GermanArticles
2565,button-response,5,47301,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Tür,1,GermanArticles
4337,button-response,6,51709,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Berg,1,GermanArticles
2058,button-response,7,53845,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Glut,0,GermanArticles
3281,button-response,8,57189,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Kunst,2,GermanArticles
1919,button-response,9,59181,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Uhr,0,GermanArticles
2266,button-response,10,61525,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Licht,2,GermanArticles
2758,button-response,11,64356,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Horn,2,GermanArticles
1495,button-response,12,65916,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Nacht,1,GermanArticles
4255,button-response,13,70236,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Mund,1,GermanArticles
2453,button-response,14,72772,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Ohr,2,GermanArticles
3438,button-response,15,76284,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Park,0,GermanArticles
1493,button-response,16,77849,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Platz,1,GermanArticles
2811,button-response,17,80732,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Saal,0,GermanArticles
3507,button-response,18,84323,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Wurst,1,GermanArticles
1879,button-response,19,86267,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Schaum,0,GermanArticles
1817,button-response,20,88155,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Front,2,GermanArticles
1601,button-response,21,89827,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Wald,0,GermanArticles
2356,button-response,22,92251,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Schiff,1,GermanArticles
1970,button-response,23,94283,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Lohn,2,GermanArticles
1486,button-response,24,95843,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Quiz,0,GermanArticles
1863,button-response,25,97779,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Knie,1,GermanArticles
1623,button-response,26,99475,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Frucht,2,GermanArticles
1971,button-response,27,101523,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Baum,0,GermanArticles
1760,button-response,28,103355,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Preis,0,GermanArticles
2455,button-response,29,105890,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Stadt,1,GermanArticles
1320,button-response,30,107282,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Spur,1,GermanArticles
1620,button-response,31,108986,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Tour,0,GermanArticles
2670,button-response,32,111722,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Beil,2,GermanArticles
2190,button-response,33,113986,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Hemd,1,GermanArticles
2060,button-response,34,116119,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Brust,0,GermanArticles
1534,button-response,35,117714,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Steak,2,GermanArticles
2054,button-response,36,119842,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Kinn,1,GermanArticles
2893,button-response,37,122801,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Bahn,0,GermanArticles
2609,button-response,38,125481,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Pfahl,2,GermanArticles
2534,button-response,39,128089,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Strand,2,GermanArticles
1945,button-response,40,130105,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Fleck,1,GermanArticles
1365,button-response,41,131553,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Hand,0,GermanArticles
2065,button-response,42,133689,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Sicht,0,GermanArticles
1952,button-response,43,135713,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Boot,1,GermanArticles
2997,button-response,44,138785,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Deich,2,GermanArticles
2075,button-response,45,140936,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,Brot,0,GermanArticles
5954,button-response,47,163655,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,het veld,0,DutchArticlesUsual
2560,button-response,48,166287,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,de naam,0,DutchArticlesUsual
4116,button-response,49,170479,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,de beeld,2,DutchArticlesUsual
1983,button-response,50,172543,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,nen bijl,1,DutchArticlesUsual
1572,button-response,51,174191,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne geur,1,DutchArticlesUsual
3822,button-response,52,178079,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne knie,2,DutchArticlesUsual
3042,button-response,53,181198,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,het fiets,2,DutchArticlesUsual
4540,button-response,54,185798,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,de pijn,0,DutchArticlesUsual
2536,button-response,55,188398,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne zaal,1,DutchArticlesUsual
2108,button-response,56,190582,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,het film,2,DutchArticlesUsual
1978,button-response,57,192630,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,het rol,2,DutchArticlesUsual
1624,button-response,58,194334,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,de trein,0,DutchArticlesUsual
2347,button-response,59,196758,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,het stoel,2,DutchArticlesUsual
2009,button-response,60,198838,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne vrucht,2,DutchArticlesUsual
2014,button-response,61,200918,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne kin,2,DutchArticlesUsual
4132,button-response,62,205126,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne poort,1,DutchArticlesUsual
2055,button-response,63,207261,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,de werk,2,DutchArticlesUsual
1806,button-response,64,209133,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,de speld,0,DutchArticlesUsual
1894,button-response,65,211109,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,het maand,2,DutchArticlesUsual
1753,button-response,66,212933,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,de koek,0,DutchArticlesUsual
1647,button-response,67,214653,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne kant,1,DutchArticlesUsual
3819,button-response,68,218541,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,de ding,2,DutchArticlesUsual
1519,button-response,69,220125,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,het jaar,0,DutchArticlesUsual
1760,button-response,70,221957,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne stap,1,DutchArticlesUsual
1374,button-response,71,223397,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,het stuk,0,DutchArticlesUsual
1395,button-response,72,224869,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne gloed,1,DutchArticlesUsual
1578,button-response,73,226517,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne plicht,2,DutchArticlesUsual
1307,button-response,74,227901,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,het woord,0,DutchArticlesUsual
1591,button-response,75,229573,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne stad,2,DutchArticlesUsual
1146,button-response,76,230796,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne zaak,2,DutchArticlesUsual
1137,button-response,77,232004,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne mand,2,DutchArticlesUsual
1872,button-response,78,233940,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,de vuur,2,DutchArticlesUsual
1130,button-response,79,235148,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,de hart,2,DutchArticlesUsual
1257,button-response,80,236476,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,het huis,0,DutchArticlesUsual
1628,button-response,82,243220,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne poort,1,DutchArticlesOwnUse
2433,button-response,83,245716,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,nen bijl,0,DutchArticlesOwnUse
1064,button-response,84,246843,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne zaal,1,DutchArticlesOwnUse
2037,button-response,85,248955,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne geur,0,DutchArticlesOwnUse
963,button-response,86,250003,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne plicht,1,DutchArticlesOwnUse
878,button-response,87,250947,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne vrucht,1,DutchArticlesOwnUse
839,button-response,88,251859,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne stad,1,DutchArticlesOwnUse
886,button-response,89,252811,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne zaak,1,DutchArticlesOwnUse
1278,button-response,90,254170,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne kant,1,DutchArticlesOwnUse
939,button-response,91,255171,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne knie,1,DutchArticlesOwnUse
691,button-response,92,255923,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne stap,1,DutchArticlesOwnUse
1079,button-response,93,257075,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne mand,1,DutchArticlesOwnUse
1452,button-response,94,258603,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne gloed,0,DutchArticlesOwnUse
923,button-response,95,259603,cpp6osp9vfy6z6o4dnql2a8lptrzko9v,ne kin,1,DutchArticlesOwnUse
24070,button-response,2,49694,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Tür,0,GermanArticles
1796,button-response,3,51561,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Brot,2,GermanArticles
2763,button-response,4,54385,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Stern,1,GermanArticles
8206,button-response,5,62651,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Spur,1,GermanArticles
3206,button-response,6,65908,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Kunst,0,GermanArticles
4288,button-response,7,70274,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Wald,0,GermanArticles
3704,button-response,8,74041,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Beil,1,GermanArticles
2235,button-response,9,76356,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Frucht,0,GermanArticles
1697,button-response,10,78128,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Fleck,1,GermanArticles
2844,button-response,11,81042,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Hand,1,GermanArticles
2454,button-response,12,83556,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Baum,0,GermanArticles
3576,button-response,13,87202,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Schaum,1,GermanArticles
8426,button-response,14,95707,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Tour,2,GermanArticles
1753,button-response,15,97518,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Schiff,1,GermanArticles
2314,button-response,16,99903,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Pfahl,0,GermanArticles
1845,button-response,17,101817,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Lohn,1,GermanArticles
3301,button-response,18,105185,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Berg,1,GermanArticles
2058,button-response,19,107299,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Glut,0,GermanArticles
2065,button-response,20,109432,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Ohr,2,GermanArticles
3255,button-response,21,112754,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Horn,0,GermanArticles
2062,button-response,22,114879,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Boot,2,GermanArticles
10245,button-response,23,125197,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Brust,0,GermanArticles
1468,button-response,24,126718,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Wurst,1,GermanArticles
4254,button-response,25,131034,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Mund,2,GermanArticles
2171,button-response,26,133262,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Chor,1,GermanArticles
2288,button-response,27,135615,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Knie,0,GermanArticles
2268,button-response,28,137938,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Sicht,2,GermanArticles
2530,button-response,29,140531,cqara8jva2n2t4tq7zs8egf50r0vpzoc,Kinn,1,GermanArticles
