rt,trial_type,trial_index,time_elapsed,SubjectID,stimulus,button_pressed,PartExperiment
3374,button-response,70,265945,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,ne stad,1,DutchArticlesUsual
1443,button-response,71,267457,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,het jaar,0,DutchArticlesUsual
6356,button-response,72,273889,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,ne zaak,2,DutchArticlesUsual
2421,button-response,73,276368,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,het rol,2,DutchArticlesUsual
1631,button-response,74,278072,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,het stuk,0,DutchArticlesUsual
5110,button-response,75,283248,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,ne geur,1,DutchArticlesUsual
1313,button-response,76,284624,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,de naam,0,DutchArticlesUsual
4268,button-response,77,288960,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,ne knie,2,DutchArticlesUsual
1230,button-response,78,290264,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,het woord,0,DutchArticlesUsual
1582,button-response,79,291912,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,de speld,0,DutchArticlesUsual
8246,button-response,80,300224,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,ne plicht,2,DutchArticlesUsual
1618,button-response,82,312895,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,ne gloed,1,DutchArticlesOwnUse
1178,button-response,83,314144,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,ne kin,1,DutchArticlesOwnUse
1025,button-response,84,315238,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,ne stap,1,DutchArticlesOwnUse
1186,button-response,85,316479,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,nen bijl,1,DutchArticlesOwnUse
1032,button-response,86,317574,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,ne zaak,1,DutchArticlesOwnUse
985,button-response,87,318623,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,ne knie,1,DutchArticlesOwnUse
1055,button-response,88,319742,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,ne kant,1,DutchArticlesOwnUse
1022,button-response,89,320823,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,ne mand,1,DutchArticlesOwnUse
932,button-response,90,321815,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,ne zaal,1,DutchArticlesOwnUse
1052,button-response,91,322935,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,ne stad,1,DutchArticlesOwnUse
971,button-response,92,323983,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,ne vrucht,1,DutchArticlesOwnUse
964,button-response,93,325007,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,ne geur,1,DutchArticlesOwnUse
997,button-response,94,326071,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,ne plicht,1,DutchArticlesOwnUse
972,button-response,95,327111,hp9qsv4vhatlnxal7qw7ygwyxwz2h5kq,ne poort,1,DutchArticlesOwnUse
2354,button-response,2,15821,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Pflicht,1,GermanArticles
1036,button-response,3,16916,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Baum,0,GermanArticles
1178,button-response,4,18147,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Brot,2,GermanArticles
4073,button-response,5,22275,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Steak,0,GermanArticles
1209,button-response,6,23539,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Strand,0,GermanArticles
1019,button-response,7,24611,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Uhr,1,GermanArticles
1121,button-response,8,25787,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Schiff,2,GermanArticles
1313,button-response,9,27156,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Wald,0,GermanArticles
8354,button-response,10,35563,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Stern,0,GermanArticles
2058,button-response,11,37676,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Ohr,2,GermanArticles
1697,button-response,12,39428,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Preis,0,GermanArticles
2219,button-response,13,41699,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Kinn,2,GermanArticles
4859,button-response,14,46611,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Lohn,0,GermanArticles
1225,button-response,15,47891,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Tür,1,GermanArticles
1049,button-response,16,48995,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Brust,1,GermanArticles
1420,button-response,17,50467,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Park,0,GermanArticles
1420,button-response,18,51939,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Frucht,1,GermanArticles
2401,button-response,19,54395,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Pfahl,0,GermanArticles
1235,button-response,20,55683,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Hand,1,GermanArticles
1107,button-response,21,56843,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Stadt,1,GermanArticles
1781,button-response,22,58683,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Bahn,0,GermanArticles
6675,button-response,23,65411,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Sicht,0,GermanArticles
898,button-response,24,66363,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Mund,0,GermanArticles
3572,button-response,25,69987,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Tour,1,GermanArticles
1195,button-response,26,71235,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Berg,0,GermanArticles
4370,button-response,27,75659,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Schaum,0,GermanArticles
1356,button-response,28,77067,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Kunst,1,GermanArticles
947,button-response,29,78067,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Spur,1,GermanArticles
2810,button-response,30,80931,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Glut,0,GermanArticles
3112,button-response,31,84099,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Horn,0,GermanArticles
3060,button-response,32,87227,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Beil,0,GermanArticles
1462,button-response,33,88755,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Chor,2,GermanArticles
1851,button-response,34,90675,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Saal,0,GermanArticles
1329,button-response,35,92059,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Boot,2,GermanArticles
2761,button-response,36,94883,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Front,1,GermanArticles
2781,button-response,37,97731,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Fleck,0,GermanArticles
1242,button-response,38,99035,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Hemd,2,GermanArticles
3586,button-response,39,102676,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Knie,2,GermanArticles
1385,button-response,40,104115,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Wurst,1,GermanArticles
3756,button-response,41,107939,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Deich,0,GermanArticles
1504,button-response,42,109499,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Licht,2,GermanArticles
1684,button-response,43,111243,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Platz,0,GermanArticles
2055,button-response,44,113363,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Nacht,1,GermanArticles
1624,button-response,45,115042,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,Quiz,2,GermanArticles
6052,button-response,47,141906,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne vrucht,1,DutchArticlesUsual
4756,button-response,48,146722,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,de trein,0,DutchArticlesUsual
3740,button-response,49,150515,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,nen bijl,1,DutchArticlesUsual
3716,button-response,50,154292,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,de ding,2,DutchArticlesUsual
4268,button-response,51,158626,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne poort,1,DutchArticlesUsual
6951,button-response,52,165634,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,het rol,2,DutchArticlesUsual
4907,button-response,53,170611,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne kant,1,DutchArticlesUsual
2759,button-response,54,173427,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,de pijn,0,DutchArticlesUsual
3777,button-response,55,177258,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,de werk,2,DutchArticlesUsual
1752,button-response,56,179066,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne knie,1,DutchArticlesUsual
3761,button-response,57,182882,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,het veld,0,DutchArticlesUsual
2559,button-response,58,185509,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,het stuk,0,DutchArticlesUsual
2213,button-response,59,187796,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne zaak,1,DutchArticlesUsual
2426,button-response,60,190286,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,de beeld,2,DutchArticlesUsual
2856,button-response,61,193220,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,de koek,0,DutchArticlesUsual
1959,button-response,62,195244,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,de naam,0,DutchArticlesUsual
4451,button-response,63,199764,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne stap,1,DutchArticlesUsual
3647,button-response,64,203475,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,het film,2,DutchArticlesUsual
1922,button-response,65,205467,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,het jaar,0,DutchArticlesUsual
1666,button-response,66,207195,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,het stoel,2,DutchArticlesUsual
1374,button-response,67,208627,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,de vuur,2,DutchArticlesUsual
2278,button-response,68,210963,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne zaal,1,DutchArticlesUsual
2983,button-response,69,214011,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,het huis,0,DutchArticlesUsual
2112,button-response,70,216187,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,het maand,2,DutchArticlesUsual
1789,button-response,71,218036,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne mand,1,DutchArticlesUsual
3144,button-response,72,221235,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,het fiets,2,DutchArticlesUsual
5981,button-response,73,227275,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne kin,1,DutchArticlesUsual
4062,button-response,74,231403,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne gloed,1,DutchArticlesUsual
1569,button-response,75,233035,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne plicht,1,DutchArticlesUsual
936,button-response,76,234027,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne geur,1,DutchArticlesUsual
896,button-response,77,234986,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne stad,1,DutchArticlesUsual
1782,button-response,78,236826,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,het woord,0,DutchArticlesUsual
2083,button-response,79,238971,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,de speld,0,DutchArticlesUsual
1510,button-response,80,240538,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,de hart,2,DutchArticlesUsual
3230,button-response,82,253259,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne zaak,1,DutchArticlesOwnUse
3109,button-response,83,256435,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne stad,1,DutchArticlesOwnUse
1087,button-response,84,257586,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne knie,1,DutchArticlesOwnUse
1351,button-response,85,258995,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne poort,1,DutchArticlesOwnUse
2656,button-response,86,261714,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne kant,1,DutchArticlesOwnUse
4409,button-response,87,266186,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne vrucht,1,DutchArticlesOwnUse
1326,button-response,88,267570,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,nen bijl,1,DutchArticlesOwnUse
923,button-response,89,268562,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne stap,1,DutchArticlesOwnUse
973,button-response,90,269594,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne gloed,1,DutchArticlesOwnUse
1862,button-response,91,271514,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne plicht,1,DutchArticlesOwnUse
979,button-response,92,272554,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne zaal,1,DutchArticlesOwnUse
741,button-response,93,273363,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne kin,1,DutchArticlesOwnUse
848,button-response,94,274267,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne mand,1,DutchArticlesOwnUse
1078,button-response,95,275403,hrkswyac0yntxlvgf3s6ycbcp6r5lkh2,ne geur,1,DutchArticlesOwnUse
5043,button-response,2,86024,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Knie,2,GermanArticles
10158,button-response,3,96241,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Horn,0,GermanArticles
2884,button-response,4,99192,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Boot,2,GermanArticles
5637,button-response,5,104902,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Hemd,2,GermanArticles
2577,button-response,6,107538,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Ohr,1,GermanArticles
3370,button-response,7,110972,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Schaum,0,GermanArticles
1867,button-response,8,112897,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Brust,1,GermanArticles
1785,button-response,9,114740,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Licht,2,GermanArticles
2362,button-response,10,117161,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Mund,0,GermanArticles
2409,button-response,11,119623,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Wurst,1,GermanArticles
2340,button-response,12,122024,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Berg,0,GermanArticles
1844,button-response,13,123936,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Frucht,1,GermanArticles
2254,button-response,14,126251,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Glut,0,GermanArticles
1987,button-response,15,128289,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Pfahl,0,GermanArticles
1721,button-response,16,130073,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Brot,2,GermanArticles
2049,button-response,17,132180,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Kinn,2,GermanArticles
2005,button-response,18,134251,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Kunst,1,GermanArticles
1807,button-response,19,136112,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Deich,0,GermanArticles
2157,button-response,20,138333,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Wald,2,GermanArticles
1888,button-response,21,140272,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Bahn,1,GermanArticles
1850,button-response,22,142187,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Schiff,2,GermanArticles
2365,button-response,23,144603,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Strand,0,GermanArticles
2030,button-response,24,146693,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Pflicht,1,GermanArticles
2301,button-response,25,149055,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Fleck,0,GermanArticles
1947,button-response,26,151063,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Spur,1,GermanArticles
1651,button-response,27,152775,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Tour,1,GermanArticles
2741,button-response,28,155570,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Beil,2,GermanArticles
1789,button-response,29,157416,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Chor,2,GermanArticles
1654,button-response,30,159130,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Sicht,1,GermanArticles
1618,button-response,31,160809,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Stern,0,GermanArticles
2328,button-response,32,163194,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Lohn,2,GermanArticles
1828,button-response,33,165082,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Preis,0,GermanArticles
1665,button-response,34,166801,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Stadt,1,GermanArticles
1697,button-response,35,168559,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Baum,0,GermanArticles
2797,button-response,36,171414,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Platz,0,GermanArticles
1378,button-response,37,172843,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Hand,1,GermanArticles
1653,button-response,38,174550,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Uhr,2,GermanArticles
5669,button-response,39,180270,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Quiz,0,GermanArticles
1631,button-response,40,181965,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Tür,1,GermanArticles
2637,button-response,41,184653,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Steak,0,GermanArticles
1616,button-response,42,186325,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Front,1,GermanArticles
1195,button-response,43,187581,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Nacht,1,GermanArticles
3224,button-response,44,190859,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Saal,0,GermanArticles
1488,button-response,45,192405,hrzbm2hxn5yh07gnmrua8pcukukhwysf,Park,0,GermanArticles
5032,button-response,47,223883,hrzbm2hxn5yh07gnmrua8pcukukhwysf,de pijn,0,DutchArticlesUsual
1475,button-response,48,225408,hrzbm2hxn5yh07gnmrua8pcukukhwysf,het stuk,0,DutchArticlesUsual
4193,button-response,49,229718,hrzbm2hxn5yh07gnmrua8pcukukhwysf,het fiets,2,DutchArticlesUsual
2514,button-response,50,232299,hrzbm2hxn5yh07gnmrua8pcukukhwysf,de hart,2,DutchArticlesUsual
2961,button-response,51,235321,hrzbm2hxn5yh07gnmrua8pcukukhwysf,nen bijl,1,DutchArticlesUsual
2435,button-response,52,237809,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne mand,1,DutchArticlesUsual
2015,button-response,53,239897,hrzbm2hxn5yh07gnmrua8pcukukhwysf,het film,2,DutchArticlesUsual
2160,button-response,54,242108,hrzbm2hxn5yh07gnmrua8pcukukhwysf,de speld,0,DutchArticlesUsual
1611,button-response,55,243780,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne kin,1,DutchArticlesUsual
1416,button-response,56,245250,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne zaal,1,DutchArticlesUsual
1555,button-response,57,246861,hrzbm2hxn5yh07gnmrua8pcukukhwysf,de koek,0,DutchArticlesUsual
1455,button-response,58,248376,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne vrucht,1,DutchArticlesUsual
1927,button-response,59,250357,hrzbm2hxn5yh07gnmrua8pcukukhwysf,de trein,0,DutchArticlesUsual
1509,button-response,60,251921,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne plicht,1,DutchArticlesUsual
1628,button-response,61,253606,hrzbm2hxn5yh07gnmrua8pcukukhwysf,de werk,2,DutchArticlesUsual
2154,button-response,62,255814,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne stap,1,DutchArticlesUsual
2056,button-response,63,257924,hrzbm2hxn5yh07gnmrua8pcukukhwysf,het jaar,0,DutchArticlesUsual
1531,button-response,64,259521,hrzbm2hxn5yh07gnmrua8pcukukhwysf,de vuur,2,DutchArticlesUsual
1815,button-response,65,261393,hrzbm2hxn5yh07gnmrua8pcukukhwysf,het woord,0,DutchArticlesUsual
1285,button-response,66,262738,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne knie,1,DutchArticlesUsual
1782,button-response,67,264577,hrzbm2hxn5yh07gnmrua8pcukukhwysf,het rol,2,DutchArticlesUsual
2181,button-response,68,266815,hrzbm2hxn5yh07gnmrua8pcukukhwysf,het veld,0,DutchArticlesUsual
1082,button-response,69,267955,hrzbm2hxn5yh07gnmrua8pcukukhwysf,de naam,0,DutchArticlesUsual
1924,button-response,70,269939,hrzbm2hxn5yh07gnmrua8pcukukhwysf,de beeld,2,DutchArticlesUsual
1708,button-response,71,271704,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne zaak,1,DutchArticlesUsual
1971,button-response,72,273733,hrzbm2hxn5yh07gnmrua8pcukukhwysf,het maand,2,DutchArticlesUsual
1412,button-response,73,275212,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne kant,1,DutchArticlesUsual
789,button-response,74,276066,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne stad,1,DutchArticlesUsual
799,button-response,75,276922,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne geur,1,DutchArticlesUsual
1721,button-response,76,278703,hrzbm2hxn5yh07gnmrua8pcukukhwysf,de ding,2,DutchArticlesUsual
1735,button-response,77,280502,hrzbm2hxn5yh07gnmrua8pcukukhwysf,het huis,0,DutchArticlesUsual
1568,button-response,78,282130,hrzbm2hxn5yh07gnmrua8pcukukhwysf,het stoel,2,DutchArticlesUsual
1355,button-response,79,283549,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne gloed,1,DutchArticlesUsual
1561,button-response,80,285161,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne poort,1,DutchArticlesUsual
1761,button-response,82,293005,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne plicht,1,DutchArticlesOwnUse
1692,button-response,83,294754,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne zaal,1,DutchArticlesOwnUse
796,button-response,84,295614,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne mand,1,DutchArticlesOwnUse
736,button-response,85,296413,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne stad,1,DutchArticlesOwnUse
802,button-response,86,297272,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne vrucht,1,DutchArticlesOwnUse
737,button-response,87,298069,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne geur,1,DutchArticlesOwnUse
1069,button-response,88,299201,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne kant,1,DutchArticlesOwnUse
760,button-response,89,300027,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne gloed,1,DutchArticlesOwnUse
728,button-response,90,300806,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne stap,1,DutchArticlesOwnUse
690,button-response,91,301556,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne poort,1,DutchArticlesOwnUse
980,button-response,92,302595,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne knie,1,DutchArticlesOwnUse
769,button-response,93,303424,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne zaak,1,DutchArticlesOwnUse
1146,button-response,94,304633,hrzbm2hxn5yh07gnmrua8pcukukhwysf,ne kin,1,DutchArticlesOwnUse
976,button-response,95,305672,hrzbm2hxn5yh07gnmrua8pcukukhwysf,nen bijl,1,DutchArticlesOwnUse
4457,button-response,2,32235,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Chor,2,GermanArticles
2458,button-response,3,34751,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Hand,1,GermanArticles
2335,button-response,4,37141,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Beil,0,GermanArticles
1736,button-response,5,38931,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Schaum,2,GermanArticles
4940,button-response,6,43927,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Ohr,2,GermanArticles
3450,button-response,7,47432,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Sicht,1,GermanArticles
1545,button-response,8,49034,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Lohn,2,GermanArticles
3937,button-response,9,53026,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Mund,0,GermanArticles
18909,button-response,10,71993,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Wurst,1,GermanArticles
4712,button-response,11,76760,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Nacht,0,GermanArticles
1598,button-response,12,78414,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Saal,0,GermanArticles
54771,button-response,13,133239,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Platz,0,GermanArticles
1597,button-response,14,134890,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Boot,2,GermanArticles
1835,button-response,15,136779,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Glut,2,GermanArticles
2236,button-response,16,139069,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Licht,0,GermanArticles
1349,button-response,17,140472,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Preis,1,GermanArticles
8353,button-response,18,148882,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Berg,0,GermanArticles
2272,button-response,19,151209,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Steak,0,GermanArticles
1248,button-response,20,152511,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Stern,0,GermanArticles
1298,button-response,21,153864,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Kinn,2,GermanArticles
1245,button-response,22,155164,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Brot,2,GermanArticles
3348,button-response,23,158569,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Deich,0,GermanArticles
1272,button-response,24,159895,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Tür,2,GermanArticles
1373,button-response,25,161323,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Tour,0,GermanArticles
2450,button-response,26,163827,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Hemd,2,GermanArticles
1259,button-response,27,165141,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Pfahl,1,GermanArticles
1085,button-response,28,166281,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Park,2,GermanArticles
1223,button-response,29,167558,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Knie,0,GermanArticles
1435,button-response,30,169046,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Brust,1,GermanArticles
1498,button-response,31,170598,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Baum,2,GermanArticles
3300,button-response,32,173953,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Stadt,0,GermanArticles
3277,button-response,33,177283,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Spur,2,GermanArticles
1937,button-response,34,179274,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Wald,0,GermanArticles
1222,button-response,35,180551,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Front,0,GermanArticles
1685,button-response,36,182291,hwuoscobzaozzwr2r66zr6j7k4nhtwjj,Schiff,1,GermanArticles
